wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,160,87.99999237060547,91.32666778564453,3.0,1.0737875699996948,3.574629783630371,0.7615596652030945,0.004782247357070446,0,0.0,228.36602783203125,247.4888153076172,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=160,05c04b4b6ca9973f6040522b688bd242aba5d5cee0fbe752b29a4905ddd5fc5d
FR,160,87.99999237060547,94.27794647216797,3.0,0.984591543674469,3.4534337520599365,0.8348644971847534,0.005774273537099361,0,0.0,228.1028289794922,246.8603057861328,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=160,05c04b4b6ca9973f6040522b688bd242aba5d5cee0fbe752b29a4905ddd5fc5d
RL,160,87.99999237060547,99.4766845703125,3.0,1.124159812927246,3.8464324474334717,0.7534565329551697,0.004186465870589018,0,0.0,247.4729461669922,268.1317443847656,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=160,05c04b4b6ca9973f6040522b688bd242aba5d5cee0fbe752b29a4905ddd5fc5d
RR,160,87.99999237060547,101.36140441894531,3.0,1.002573013305664,3.732943296432495,0.6993638277053833,0.00669338321313262,0,0.0,246.8021240234375,268.03125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=160,05c04b4b6ca9973f6040522b688bd242aba5d5cee0fbe752b29a4905ddd5fc5d
