wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,7820,87.99999237060547,109.99669647216797,9.600994110107422,5.014992713928223,6.4028191566467285,1.246174931526184,0.028277035802602768,0,0.0,196.19273376464844,289.60552978515625,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7820,39e5d5f717a3db99649a606d1b180beffe9b25236e1b024f1c6a49b063b301ef
FR,7820,87.99999237060547,121.07792663574219,10.0,5.2520036697387695,6.1661577224731445,1.3034985065460205,0.02953062579035759,0,0.0,166.9174041748047,323.6634826660156,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7820,39e5d5f717a3db99649a606d1b180beffe9b25236e1b024f1c6a49b063b301ef
RL,7820,87.99999237060547,125.95085906982422,9.600994110107422,5.042022228240967,6.392592906951904,1.2496594190597534,0.029847940430045128,0,0.0,74.05879974365234,334.4805908203125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7820,39e5d5f717a3db99649a606d1b180beffe9b25236e1b024f1c6a49b063b301ef
RR,7820,87.99999237060547,124.05743408203125,10.0,5.352224349975586,6.628042697906494,1.272931694984436,0.030257657170295715,0,0.0,190.45465087890625,335.5627136230469,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7820,39e5d5f717a3db99649a606d1b180beffe9b25236e1b024f1c6a49b063b301ef
