stamp,session,status,lat,lon,alt,cov_xx,cov_yy,cov_zz,x,y,z
1785472142.999727249,20260731_132539,2,36.843339100,128.092979400,297.9150,0.000289,0.000289,0.001156,36.9994,-26.0358,0.0000
1785472143.999727249,20260731_132539,2,36.843331900,128.092964200,297.9540,0.000361,0.000361,0.001521,35.6436,-26.8349,0.0000
1785472144.999727249,20260731_132539,2,36.843324700,128.092948300,297.9790,0.000400,0.000400,0.002116,34.2253,-27.6339,0.0000
1785472145.999727249,20260731_132539,2,36.843318700,128.092931000,298.0530,0.000484,0.000484,0.002500,32.6822,-28.2998,0.0000
1785472146.999727249,20260731_132539,2,36.843314800,128.092912400,298.0400,0.000361,0.000361,0.002209,31.0231,-28.7326,0.0000
1785472147.999727249,20260731_132539,2,36.843310800,128.092895400,298.1330,0.000256,0.000256,0.001369,29.5067,-29.1766,0.0000
1785472148.999727249,20260731_132539,2,36.843306800,128.092878500,298.2050,0.000196,0.000196,0.001089,27.9993,-29.6205,0.0000
1785472149.999727011,20260731_132539,2,36.843303600,128.092860800,298.3170,0.000289,0.000289,0.001600,26.4205,-29.9756,0.0000
1785472150.999727011,20260731_132539,2,36.843303200,128.092840900,298.2990,0.000361,0.000361,0.001849,24.6455,-30.0200,0.0000
1785472151.999727011,20260731_132539,2,36.843304400,128.092822500,298.3340,0.000441,0.000441,0.002116,23.0042,-29.8869,0.0000
1785472152.999727011,20260731_132539,2,36.843306600,128.092806300,298.3650,0.000729,0.000729,0.003025,21.5592,-29.6427,0.0000
1785472153.999727011,20260731_132539,2,36.843309600,128.092791200,298.4230,0.001156,0.001156,0.003844,20.2123,-29.3098,0.0000
1785472154.999727011,20260731_132539,2,36.843314300,128.092776600,298.3540,0.001444,0.001444,0.004225,18.9100,-28.7882,0.0000
1785472155.999727011,20260731_132539,2,36.843320600,128.092762600,298.2220,0.001296,0.001296,0.005041,17.6612,-28.0890,0.0000
1785472156.999727011,20260731_132539,2,36.843327700,128.092749800,298.3250,0.000961,0.000961,0.004096,16.5195,-27.3010,0.0000
1785472157.999727011,20260731_132539,2,36.843335800,128.092737200,298.3230,0.000841,0.000841,0.003721,15.3956,-26.4021,0.0000
1785472158.999727011,20260731_132539,2,36.843344900,128.092725000,298.3040,0.000784,0.000784,0.003721,14.3074,-25.3922,0.0000
1785472159.999726772,20260731_132539,2,36.843354700,128.092713800,298.2690,0.001089,0.001089,0.003969,13.3084,-24.3046,0.0000
1785472160.999726772,20260731_132539,2,36.843365400,128.092703800,298.2710,0.001156,0.001156,0.005041,12.4164,-23.1171,0.0000
1785472161.999726772,20260731_132539,2,36.843375800,128.092693600,298.2070,0.001764,0.001764,0.011025,11.5066,-21.9629,0.0000
1785472162.999726772,20260731_132539,0,36.843386500,128.092684300,298.1970,0.001225,0.001225,0.004900,10.6770,-20.7754,0.0000
1785472163.999726772,20260731_132539,0,36.843398100,128.092676200,298.1630,0.004225,0.004225,0.005776,9.9545,-19.4881,0.0000
1785472164.999726772,20260731_132539,0,36.843408600,128.092667300,298.1050,0.002916,0.002916,0.007225,9.1606,-18.3228,0.0000
1785472165.999726772,20260731_132539,0,36.843419600,128.092659300,298.0770,0.002809,0.002809,0.006889,8.4471,-17.1020,0.0000
1785472166.999726772,20260731_132539,0,36.843430100,128.092650400,298.3180,0.002500,0.002500,0.008464,7.6532,-15.9367,0.0000
1785472167.999726772,20260731_132539,0,36.843440400,128.092641300,298.0720,0.002704,0.002704,0.008649,6.8415,-14.7936,0.0000
1785472168.999726772,20260731_132539,2,36.843452100,128.092634200,298.2440,0.000441,0.000441,0.001024,6.2082,-13.4952,0.0000
1785472169.999726772,20260731_132539,2,36.843463700,128.092626400,298.2560,0.000225,0.000225,0.000961,5.5124,-12.2078,0.0000
1785472170.999726772,20260731_132539,2,36.843476000,128.092619800,298.3120,0.000324,0.000324,0.001764,4.9237,-10.8427,0.0000
1785472171.999726772,20260731_132539,2,36.843487800,128.092612700,298.2020,0.000225,0.000225,0.000784,4.2904,-9.5332,0.0000
1785472172.999726534,20260731_132539,2,36.843499600,128.092605500,298.1360,0.000225,0.000225,0.000841,3.6482,-8.2236,0.0000
1785472173.999726534,20260731_132539,2,36.843511200,128.092598600,298.1620,0.000256,0.000256,0.000900,3.0327,-6.9362,0.0000
1785472174.999726534,20260731_132539,2,36.843523400,128.092591300,298.1450,0.000361,0.000361,0.002025,2.3816,-5.5823,0.0000
1785472175.999726534,20260731_132539,2,36.843534600,128.092583300,298.0260,0.000361,0.000361,0.001764,1.6680,-4.3393,0.0000
1785472176.999726534,20260731_132539,2,36.843545700,128.092575700,297.9770,0.000225,0.000225,0.001089,0.9901,-3.1074,0.0000
1785472177.999726534,20260731_132539,2,36.843556900,128.092567600,297.8850,0.000256,0.000256,0.001521,0.2676,-1.8645,0.0000
1785472178.999726534,20260731_132539,2,36.843567600,128.092559600,297.9030,0.000196,0.000196,0.001156,-0.4460,-0.6770,0.0000
1785472179.999726534,20260731_132539,2,36.843578800,128.092551200,297.8390,0.000361,0.000361,0.001764,-1.1953,0.5660,0.0000
1785472180.999726534,20260731_132539,2,36.843590100,128.092542700,297.7090,0.000400,0.000400,0.001225,-1.9534,1.8201,0.0000
1785472181.999726534,20260731_132539,2,36.843601100,128.092534400,297.7170,0.000625,0.000625,0.001849,-2.6938,3.0408,0.0000
1785472182.999726534,20260731_132539,2,36.843611700,128.092525000,297.5680,0.000361,0.000361,0.001369,-3.5322,4.2172,0.0000
1785472183.999726534,20260731_132539,2,36.843623000,128.092516300,297.4490,0.000576,0.000576,0.001369,-4.3083,5.4713,0.0000
1785472184.999726534,20260731_132539,2,36.843634400,128.092508400,297.4490,0.000529,0.000529,0.001089,-5.0129,6.7365,0.0000
1785472185.999726534,20260731_132539,0,36.843646900,128.092500100,297.1530,0.000676,0.000676,0.002116,-5.7533,8.1237,0.0000
1785472186.999726534,20260731_132539,2,36.843657000,128.092491700,297.1620,0.000729,0.000729,0.002916,-6.5025,9.2446,0.0000
1785472187.999726534,20260731_132539,2,36.843669000,128.092483600,297.1290,0.000484,0.000484,0.002601,-7.2250,10.5764,0.0000
1785472188.999726534,20260731_132539,2,36.843680100,128.092476300,297.3570,0.000441,0.000441,0.003721,-7.8762,11.8083,0.0000
1785472189.999726534,20260731_132539,2,36.843692200,128.092468400,297.1770,0.000324,0.000324,0.001600,-8.5808,13.1511,0.0000
1785472190.999726534,20260731_132539,2,36.843704400,128.092460100,296.9430,0.000484,0.000484,0.002916,-9.3212,14.5051,0.0000
1785472191.999726534,20260731_132539,2,36.843716700,128.092452600,296.7720,0.000529,0.000529,0.002916,-9.9901,15.8701,0.0000
1785472192.999726534,20260731_132539,0,36.843728500,128.092445100,296.4970,0.001156,0.001156,0.006724,-10.6591,17.1797,0.0000
1785472193.999726534,20260731_132539,0,36.843740900,128.092437600,296.5070,0.001296,0.001296,0.008649,-11.3281,18.5558,0.0000
1785472194.999726534,20260731_132539,0,36.843753800,128.092430900,296.2600,0.000841,0.000841,0.005476,-11.9257,19.9875,0.0000
1785472195.999726534,20260731_132539,2,36.843766500,128.092423700,295.7740,0.000529,0.000529,0.005476,-12.5679,21.3969,0.0000
1785472196.999726534,20260731_132539,2,36.843779300,128.092416600,295.5390,0.000576,0.000576,0.005476,-13.2012,22.8175,0.0000
1785472197.999726534,20260731_132539,2,36.843791300,128.092409900,295.4540,0.000676,0.000676,0.003249,-13.7989,24.1492,0.0000
1785472198.999726534,20260731_132539,2,36.843803200,128.092404000,295.4190,0.001369,0.001369,0.006889,-14.3251,25.4699,0.0000
1785472199.999726534,20260731_132539,2,36.843815300,128.092397100,295.2890,0.000576,0.000576,0.002809,-14.9406,26.8127,0.0000
1785472200.999726534,20260731_132539,2,36.843827800,128.092390800,295.1620,0.000784,0.000784,0.003600,-15.5025,28.2000,0.0000
1785472201.999726534,20260731_132539,2,36.843840200,128.092383800,295.0730,0.000625,0.000625,0.002500,-16.1269,29.5761,0.0000
1785472202.999726534,20260731_132539,2,36.843851200,128.092374900,294.6250,0.000676,0.000676,0.008649,-16.9208,30.7969,0.0000
1785472203.999726534,20260731_132539,2,36.843863100,128.092366300,294.6000,0.000676,0.000676,0.005184,-17.6879,32.1176,0.0000
1785472204.999726534,20260731_132539,2,36.843875400,128.092357100,294.4430,0.000361,0.000361,0.002500,-18.5085,33.4826,0.0000
1785472205.999726534,20260731_132539,2,36.843886700,128.092348300,294.3480,0.000324,0.000324,0.002704,-19.2934,34.7367,0.0000
1785472206.999726534,20260731_132539,2,36.843898800,128.092339600,294.4280,0.000361,0.000361,0.003025,-20.0694,36.0796,0.0000
1785472207.999726534,20260731_132539,2,36.843908100,128.092332900,294.4690,0.000576,0.000576,0.004489,-20.6670,37.1117,0.0000
1785472208.999726534,20260731_132539,2,36.843918600,128.092328800,294.5290,0.000361,0.000361,0.002704,-21.0327,38.2770,0.0000
1785472209.999726534,20260731_132539,0,36.843929300,128.092325700,294.6090,0.000676,0.000676,0.001764,-21.3093,39.4645,0.0000
1785472210.999726534,20260731_132539,0,36.843940900,128.092323200,294.4530,0.000900,0.000900,0.002601,-21.5322,40.7518,0.0000
1785472211.999726534,20260731_132539,0,36.843952400,128.092328000,294.4560,0.000729,0.000729,0.002500,-21.1041,42.0281,0.0000
1785472212.999726534,20260731_132539,0,36.843958500,128.092335300,294.4250,0.000784,0.000784,0.003249,-20.4530,42.7051,0.0000
1785472213.999726534,20260731_132539,0,36.843962500,128.092344100,294.3520,0.000625,0.000625,0.002916,-19.6680,43.1490,0.0000
1785472214.999726534,20260731_132539,2,36.843962800,128.092351700,293.8480,0.000289,0.000289,0.001089,-18.9901,43.1823,0.0000
1785472215.999726534,20260731_132539,2,36.843962200,128.092359800,293.6980,0.000361,0.000361,0.001089,-18.2676,43.1157,0.0000
1785472216.999726534,20260731_132539,2,36.843961600,128.092368700,293.6270,0.000441,0.000441,0.001444,-17.4738,43.0491,0.0000
1785472217.999726534,20260731_132539,2,36.843961400,128.092377000,293.5990,0.000400,0.000400,0.001444,-16.7334,43.0269,0.0000
1785472218.999726534,20260731_132539,2,36.843961500,128.092385900,293.6330,0.000361,0.000361,0.001369,-15.9396,43.0380,0.0000
1785472219.999726534,20260731_132539,2,36.843962600,128.092394900,293.6250,0.000256,0.000256,0.000961,-15.1368,43.1601,0.0000
1785472220.999726534,20260731_132539,2,36.843963700,128.092404100,293.6100,0.000324,0.000324,0.001024,-14.3162,43.2822,0.0000
1785472221.999726534,20260731_132539,2,36.843964700,128.092413200,293.6230,0.000289,0.000289,0.001024,-13.5045,43.3931,0.0000
1785472222.999726534,20260731_132539,2,36.843966100,128.092422700,293.6740,0.000289,0.000289,0.001089,-12.6571,43.5485,0.0000
1785472223.999726534,20260731_132539,2,36.843967100,128.092432500,293.6920,0.000529,0.000529,0.001849,-11.7830,43.6595,0.0000
1785472224.999726534,20260731_132539,2,36.843968500,128.092442700,293.6940,0.000324,0.000324,0.001225,-10.8732,43.8148,0.0000
1785472225.999726534,20260731_132539,2,36.843969800,128.092453100,293.6790,0.000225,0.000225,0.000841,-9.9455,43.9591,0.0000
1785472226.999726534,20260731_132539,2,36.843970900,128.092463100,293.6520,0.000196,0.000196,0.000729,-9.0535,44.0812,0.0000
1785472227.999726534,20260731_132539,2,36.843972000,128.092473400,293.6800,0.000225,0.000225,0.000841,-8.1348,44.2033,0.0000
1785472228.999726534,20260731_132539,2,36.843973200,128.092483800,293.6670,0.000225,0.000225,0.000729,-7.2071,44.3364,0.0000
1785472229.999726534,20260731_132539,2,36.843974300,128.092494400,293.6730,0.000196,0.000196,0.000729,-6.2617,44.4585,0.0000
1785472230.999726534,20260731_132539,2,36.843975600,128.092505200,293.6960,0.000196,0.000196,0.000529,-5.2983,44.6028,0.0000
1785472231.999726534,20260731_132539,2,36.843976500,128.092516400,293.7210,0.000196,0.000196,0.000625,-4.2993,44.7027,0.0000
1785472232.999726295,20260731_132539,2,36.843977400,128.092528000,293.7610,0.000196,0.000196,0.000841,-3.2646,44.8026,0.0000
1785472233.999726295,20260731_132539,2,36.843978200,128.092539100,293.7580,0.000196,0.000196,0.000961,-2.2745,44.8913,0.0000
1785472234.999726295,20260731_132539,2,36.843979100,128.092549900,293.7240,0.000196,0.000196,0.000729,-1.3112,44.9912,0.0000
1785472235.999726295,20260731_132539,2,36.843979900,128.092560800,293.7180,0.000196,0.000196,0.000729,-0.3389,45.0800,0.0000
1785472236.999726295,20260731_132539,2,36.843980800,128.092571600,293.6950,0.000196,0.000196,0.000576,0.6244,45.1799,0.0000
1785472237.999726295,20260731_132539,2,36.843981700,128.092582700,293.6650,0.000196,0.000196,0.000529,1.6145,45.2798,0.0000
1785472238.999726295,20260731_132539,2,36.843982600,128.092593800,293.7000,0.000196,0.000196,0.000529,2.6046,45.3797,0.0000
1785472239.999726295,20260731_132539,2,36.843983800,128.092604700,293.6710,0.000196,0.000196,0.000841,3.5768,45.5128,0.0000
1785472240.999726295,20260731_132539,2,36.843984900,128.092616400,293.6800,0.000225,0.000225,0.001089,4.6204,45.6349,0.0000
1785472241.999726295,20260731_132539,2,36.843984300,128.092629000,293.6630,0.000256,0.000256,0.001225,5.7443,45.5683,0.0000
1785472242.999726295,20260731_132539,2,36.843983600,128.092641700,293.6220,0.000289,0.000289,0.001600,6.8771,45.4906,0.0000
1785472243.999726295,20260731_132539,2,36.843983900,128.092652400,293.4820,0.000484,0.000484,0.002401,7.8315,45.5239,0.0000
1785472244.999726295,20260731_132539,2,36.843984100,128.092659100,293.4060,0.000576,0.000576,0.003481,8.4291,45.5461,0.0000
1785472245.999726057,20260731_132539,2,36.843984900,128.092666500,293.3400,0.000625,0.000625,0.003721,9.0892,45.6349,0.0000
1785472246.999726057,20260731_132539,2,36.843984200,128.092676900,293.3420,0.000625,0.000625,0.003136,10.0169,45.5572,0.0000
1785472247.999726057,20260731_132539,2,36.843980500,128.092685700,293.3350,0.000441,0.000441,0.001600,10.8018,45.1466,0.0000
1785472248.999726057,20260731_132539,2,36.843974500,128.092690900,293.3910,0.000529,0.000529,0.002209,11.2656,44.4807,0.0000
1785472249.999726057,20260731_132539,2,36.843970100,128.092692600,293.4080,0.000729,0.000729,0.002601,11.4173,43.9924,0.0000
1785472250.999726057,20260731_132539,2,36.843966300,128.092693300,293.3360,0.000676,0.000676,0.002116,11.4797,43.5707,0.0000
1785472251.999726057,20260731_132539,2,36.843961600,128.092692100,293.3780,0.000729,0.000729,0.002704,11.3727,43.0491,0.0000
1785472252.999726057,20260731_132539,2,36.843955600,128.092690100,293.4490,0.000729,0.000729,0.002601,11.1943,42.3832,0.0000
1785472253.999726057,20260731_132539,2,36.843948900,128.092688700,293.4860,0.000529,0.000529,0.002401,11.0694,41.6396,0.0000
1785472254.999725819,20260731_132539,2,36.843942500,128.092688400,293.5270,0.001225,0.001225,0.004096,11.0426,40.9294,0.0000
1785472255.999725819,20260731_132539,2,36.843935300,128.092688500,293.5160,0.000961,0.000961,0.003481,11.0516,40.1303,0.0000
1785472256.999725819,20260731_132539,2,36.843927600,128.092687900,293.5260,0.000625,0.000625,0.002116,10.9980,39.2758,0.0000
1785472257.999725819,20260731_132539,2,36.843919100,128.092687500,293.5790,0.000529,0.000529,0.001521,10.9624,38.3324,0.0000
1785472258.999725819,20260731_132539,2,36.843910500,128.092687000,293.6230,0.000361,0.000361,0.001156,10.9178,37.3780,0.0000
1785472259.999725819,20260731_132539,2,36.843901700,128.092686500,293.6970,0.000324,0.000324,0.000900,10.8732,36.4014,0.0000
1785472260.999725819,20260731_132539,2,36.843892900,128.092685600,293.6500,0.000361,0.000361,0.001296,10.7929,35.4248,0.0000
1785472261.999725819,20260731_132539,2,36.843884400,128.092684800,293.7040,0.000289,0.000289,0.001225,10.7215,34.4814,0.0000
1785472262.999725819,20260731_132539,2,36.843875800,128.092684100,293.6800,0.000576,0.000576,0.002500,10.6591,33.5270,0.0000
1785472263.999725580,20260731_132539,2,36.843868000,128.092683600,293.6430,0.000484,0.000484,0.002304,10.6145,32.6614,0.0000
1785472264.999725580,20260731_132539,2,36.843860200,128.092682500,293.7520,0.000576,0.000576,0.002500,10.5164,31.7957,0.0000
1785472265.999725580,20260731_132539,2,36.843852400,128.092680700,293.8030,0.000484,0.000484,0.001936,10.3558,30.9301,0.0000
1785472266.999725580,20260731_132539,2,36.843844300,128.092679400,293.9110,0.000400,0.000400,0.001681,10.2399,30.0312,0.0000
1785472267.999725580,20260731_132539,2,36.843836900,128.092677900,293.9530,0.000289,0.000289,0.001225,10.1061,29.2099,0.0000
1785472268.999725580,20260731_132539,2,36.843829600,128.092677300,294.0460,0.000225,0.000225,0.000961,10.0526,28.3997,0.0000
1785472269.999725580,20260731_132539,2,36.843821500,128.092677400,294.3140,0.000256,0.000256,0.001681,10.0615,27.5008,0.0000
1785472270.999725342,20260731_132539,2,36.843813100,128.092677600,294.4980,0.000361,0.000361,0.002116,10.0793,26.5686,0.0000
1785472271.999725342,20260731_132539,2,36.843805200,128.092678800,294.6900,0.000324,0.000324,0.001521,10.1864,25.6918,0.0000
1785472272.999725342,20260731_132539,2,36.843797000,128.092680300,294.8460,0.000256,0.000256,0.001225,10.3202,24.7818,0.0000
1785472273.999725342,20260731_132539,2,36.843789300,128.092681800,294.9270,0.000324,0.000324,0.001225,10.4540,23.9273,0.0000
1785472274.999725342,20260731_132539,2,36.843781900,128.092683900,294.9720,0.000484,0.000484,0.001849,10.6413,23.1060,0.0000
1785472275.999725342,20260731_132539,2,36.843774100,128.092686500,295.1060,0.000729,0.000729,0.002704,10.8732,22.2404,0.0000
1785472276.999725342,20260731_132539,2,36.843767300,128.092689900,295.1620,0.000784,0.000784,0.003136,11.1765,21.4857,0.0000
1785472277.999725342,20260731_132539,2,36.843759200,128.092693600,295.2060,0.000900,0.000900,0.003721,11.5065,20.5868,0.0000
1785472278.999725103,20260731_132539,2,36.843751000,128.092696600,295.3290,0.001369,0.001369,0.005329,11.7741,19.6767,0.0000
1785472279.999725103,20260731_132539,2,36.843743000,128.092700000,295.3650,0.001156,0.001156,0.004761,12.0774,18.7889,0.0000
1785472280.999725103,20260731_132539,2,36.843734800,128.092702900,295.4320,0.000961,0.000961,0.004356,12.3360,17.8789,0.0000
1785472281.999725103,20260731_132539,2,36.843726100,128.092706700,295.4970,0.000729,0.000729,0.003025,12.6750,16.9133,0.0000
1785472282.999725103,20260731_132539,2,36.843717000,128.092710400,295.5320,0.000529,0.000529,0.002209,13.0050,15.9034,0.0000
1785472283.999725103,20260731_132539,2,36.843707800,128.092714400,295.6480,0.000441,0.000441,0.002116,13.3618,14.8824,0.0000
1785472284.999725103,20260731_132539,2,36.843698500,128.092718800,295.7720,0.000441,0.000441,0.002116,13.7543,13.8503,0.0000
1785472285.999724865,20260731_132539,2,36.843689300,128.092723900,295.7270,0.000256,0.000256,0.001296,14.2092,12.8293,0.0000
1785472286.999724865,20260731_132539,2,36.843680100,128.092728800,295.7650,0.000441,0.000441,0.002500,14.6463,11.8083,0.0000
1785472287.999724865,20260731_132539,2,36.843670600,128.092734300,295.7730,0.000625,0.000625,0.003481,15.1368,10.7540,0.0000
1785472288.999724865,20260731_132539,2,36.843661000,128.092739900,295.8200,0.000400,0.000400,0.002209,15.6364,9.6886,0.0000
1785472289.999724865,20260731_132539,2,36.843651600,128.092745700,295.7700,0.000361,0.000361,0.002025,16.1537,8.6453,0.0000
1785472290.999724865,20260731_132539,2,36.843642000,128.092750900,295.8520,0.000361,0.000361,0.001936,16.6175,7.5799,0.0000
1785472291.999724865,20260731_132539,2,36.843632300,128.092755700,295.8650,0.000225,0.000225,0.001764,17.0457,6.5034,0.0000
1785472292.999724627,20260731_132539,2,36.843622800,128.092760400,295.8730,0.000196,0.000196,0.001156,17.4649,5.4491,0.0000
1785472293.999724627,20260731_132539,2,36.843612700,128.092765300,295.9890,0.000196,0.000196,0.000784,17.9020,4.3282,0.0000
1785472294.999724627,20260731_132539,2,36.843602800,128.092770300,296.0000,0.000196,0.000196,0.000729,18.3480,3.2295,0.0000
1785472295.999724627,20260731_132539,2,36.843593000,128.092775100,296.0360,0.000196,0.000196,0.000676,18.7761,2.1419,0.0000
1785472296.999724627,20260731_132539,2,36.843583900,128.092780200,296.0610,0.000196,0.000196,0.000529,19.2310,1.1320,0.0000
1785472297.999724627,20260731_132539,2,36.843574600,128.092785400,296.1190,0.000196,0.000196,0.000484,19.6949,0.0999,0.0000
1785472298.999724627,20260731_132539,2,36.843565400,128.092790800,296.0780,0.000196,0.000196,0.000441,20.1765,-0.9211,0.0000
1785472299.999724388,20260731_132539,2,36.843555800,128.092796200,296.1050,0.000196,0.000196,0.000441,20.6582,-1.9865,0.0000
1785472300.999724388,20260731_132539,2,36.843546700,128.092801800,296.1540,0.000196,0.000196,0.000529,21.1577,-2.9964,0.0000
1785472301.999724388,20260731_132539,2,36.843537600,128.092807500,296.1800,0.000196,0.000196,0.000676,21.6662,-4.0063,0.0000
1785472302.999724388,20260731_132539,2,36.843528100,128.092812900,296.2070,0.000196,0.000196,0.000729,22.1478,-5.0607,0.0000
1785472303.999724388,20260731_132539,2,36.843518900,128.092818600,296.1700,0.000256,0.000256,0.001089,22.6563,-6.0817,0.0000
1785472304.999724388,20260731_132539,2,36.843509600,128.092824000,296.1860,0.000225,0.000225,0.001089,23.1379,-7.1138,0.0000
1785472305.999724150,20260731_132539,2,36.843500400,128.092829800,296.1770,0.000441,0.000441,0.002116,23.6553,-8.1348,0.0000
1785472306.999724150,20260731_132539,2,36.843491100,128.092835700,296.1810,0.000529,0.000529,0.002601,24.1816,-9.1669,0.0000
1785472307.999724150,20260731_132539,2,36.843482100,128.092841800,296.2180,0.000361,0.000361,0.001681,24.7257,-10.1657,0.0000
1785472308.999724150,20260731_132539,2,36.843473600,128.092849100,296.2270,0.000441,0.000441,0.001849,25.3768,-11.1090,0.0000
1785472309.999724150,20260731_132539,2,36.843464600,128.092856600,296.3140,0.000324,0.000324,0.001521,26.0458,-12.1079,0.0000
1785472310.999723911,20260731_132539,2,36.843456000,128.092864700,296.4030,0.000324,0.000324,0.001600,26.7683,-13.0623,0.0000
1785472311.999723911,20260731_132539,2,36.843448800,128.092873500,296.4540,0.000289,0.000289,0.001225,27.5533,-13.8613,0.0000
1785472312.999723911,20260731_132539,2,36.843441400,128.092883600,296.4610,0.000225,0.000225,0.001024,28.4542,-14.6826,0.0000
1785472313.999723911,20260731_132539,2,36.843433900,128.092893500,296.4800,0.000196,0.000196,0.000961,29.3372,-15.5149,0.0000
1785472314.999723911,20260731_132539,2,36.843425900,128.092902700,296.5690,0.000225,0.000225,0.001156,30.1578,-16.4028,0.0000
1785472315.999723911,20260731_132539,2,36.843418100,128.092911400,296.6330,0.000256,0.000256,0.001225,30.9339,-17.2684,0.0000
1785472316.999723673,20260731_132539,2,36.843409800,128.092919000,296.8560,0.000361,0.000361,0.001764,31.6118,-18.1895,0.0000
1785472317.999723673,20260731_132539,2,36.843402400,128.092927000,297.1220,0.000400,0.000400,0.002116,32.3254,-19.0108,0.0000
1785472318.999723673,20260731_132539,2,36.843395100,128.092934200,297.3620,0.000484,0.000484,0.002601,32.9676,-19.8209,0.0000
1785472319.999723673,20260731_132539,2,36.843387600,128.092942800,297.6090,0.000400,0.000400,0.002304,33.7347,-20.6533,0.0000
1785472320.999723673,20260731_132539,2,36.843377400,128.092951500,297.7350,0.000400,0.000400,0.002209,34.5107,-21.7853,0.0000
1785472321.999723434,20260731_132539,2,36.843367100,128.092956300,297.7930,0.000400,0.000400,0.002209,34.9389,-22.9284,0.0000
1785472322.999723434,20260731_132539,2,36.843356700,128.092953900,297.8770,0.000361,0.000361,0.001521,34.7248,-24.0826,0.0000
1785472323.999723434,20260731_132539,2,36.843347200,128.092946800,297.9260,0.000361,0.000361,0.001521,34.0915,-25.1369,0.0000
1785472324.999723434,20260731_132539,2,36.843338300,128.092937600,297.9270,0.000361,0.000361,0.001521,33.2709,-26.1246,0.0000
1785472325.999723434,20260731_132539,2,36.843329700,128.092927500,297.9790,0.000225,0.000225,0.001089,32.3700,-27.0790,0.0000
1785472326.999723196,20260731_132539,2,36.843322200,128.092913400,298.0220,0.000196,0.000196,0.000784,31.1123,-27.9114,0.0000
1785472327.999723196,20260731_132539,2,36.843314800,128.092899200,298.1510,0.000289,0.000289,0.001521,29.8457,-28.7326,0.0000
1785472328.999723196,20260731_132539,2,36.843308100,128.092883900,298.2330,0.000361,0.000361,0.001849,28.4810,-29.4762,0.0000
1785472329.999723196,20260731_132539,2,36.843305000,128.092866300,298.3560,0.000324,0.000324,0.001764,26.9111,-29.8203,0.0000
1785472330.999723196,20260731_132539,2,36.843302900,128.092847900,298.3950,0.000324,0.000324,0.001681,25.2698,-30.0533,0.0000
1785472331.999722958,20260731_132539,2,36.843302800,128.092828300,298.3510,0.000400,0.000400,0.002025,23.5216,-30.0644,0.0000
1785472332.999722958,20260731_132539,2,36.843305800,128.092809600,298.4160,0.000324,0.000324,0.001681,21.8535,-29.7315,0.0000
1785472333.999722958,20260731_132539,2,36.843310400,128.092790100,298.4020,0.000289,0.000289,0.001225,20.1142,-29.2210,0.0000
1785472334.999722958,20260731_132539,2,36.843315400,128.092774200,298.4360,0.000256,0.000256,0.000961,18.6959,-28.6661,0.0000
1785472335.999722958,20260731_132539,2,36.843315800,128.092762600,298.3920,0.000625,0.000625,0.002809,17.6612,-28.6217,0.0000
1785472336.999722958,20260731_132539,2,36.843310100,128.092756200,298.5250,0.001089,0.001089,0.002809,17.0904,-29.2543,0.0000
1785472337.999722719,20260731_132539,2,36.843305200,128.092755300,298.5820,0.000784,0.000784,0.002601,17.0101,-29.7981,0.0000
1785472338.999722719,20260731_132539,2,36.843297600,128.092757000,298.5580,0.000625,0.000625,0.003025,17.1617,-30.6415,0.0000
1785472339.999722719,20260731_132539,2,36.843290000,128.092764600,298.8830,0.000900,0.000900,0.005476,17.8396,-31.4850,0.0000
1785472340.999722719,20260731_132539,0,36.843279900,128.092774800,298.7290,0.001024,0.001024,0.005625,18.7495,-32.6059,0.0000
1785472341.999722719,20260731_132539,0,36.843271700,128.092788300,299.1680,0.000676,0.000676,0.003600,19.9536,-33.5159,0.0000
1785472342.999722481,20260731_132539,0,36.843260800,128.092803500,299.1820,0.001156,0.001156,0.005625,21.3095,-34.7256,0.0000
1785472343.999722481,20260731_132539,0,36.843258700,128.092817800,298.8370,0.000529,0.000529,0.002704,22.5850,-34.9586,0.0000
1785472344.999722481,20260731_132539,0,36.843264300,128.092834600,298.9550,0.001024,0.001024,0.007396,24.0835,-34.3372,0.0000
1785472345.999722481,20260731_132539,0,36.843269000,128.092849500,299.0750,0.000484,0.000484,0.002500,25.4126,-33.8155,0.0000
1785472346.999722481,20260731_132539,2,36.843272400,128.092860100,298.5630,0.000484,0.000484,0.002401,26.3581,-33.4382,0.0000
1785472347.999722481,20260731_132539,2,36.843275600,128.092872600,298.5320,0.000256,0.000256,0.001296,27.4730,-33.0831,0.0000
1785472348.999722242,20260731_132539,2,36.843278800,128.092884800,298.3650,0.000196,0.000196,0.001089,28.5613,-32.7279,0.0000
1785472349.999722242,20260731_132539,2,36.843282500,128.092897200,298.2620,0.000256,0.000256,0.001521,29.6673,-32.3173,0.0000
1785472350.999722242,20260731_132539,2,36.843286400,128.092908600,298.2110,0.000196,0.000196,0.001024,30.6842,-31.8845,0.0000
1785472351.999722242,20260731_132539,2,36.843290800,128.092919300,298.1270,0.000196,0.000196,0.000900,31.6386,-31.3962,0.0000
1785472352.999722242,20260731_132539,2,36.843295300,128.092930200,298.1010,0.000196,0.000196,0.000784,32.6109,-30.8967,0.0000
1785472353.999722242,20260731_132539,2,36.843300200,128.092940800,298.0580,0.000196,0.000196,0.000900,33.5563,-30.3529,0.0000
