stamp,session,status,lat,lon,alt,cov_xx,cov_yy,cov_zz,x,y,z
1788925519.399999857,20260909_124516,2,36.843979700,128.092602900,293.7120,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925519.499999762,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925519.599999666,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925519.699999809,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925519.799999714,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925519.899999619,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000225,3.4163,45.0578,0.0000
1788925519.999999762,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925520.099999666,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925520.199999571,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925520.299999475,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925520.399999619,20260909_124516,2,36.843979700,128.092602800,293.7250,0.000196,0.000196,0.000324,3.4073,45.0578,0.0000
1788925520.499999523,20260909_124516,2,36.843979600,128.092602800,293.7240,0.000196,0.000196,0.000441,3.4073,45.0467,0.0000
1788925520.599999428,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925520.699999571,20260909_124516,2,36.843979700,128.092602900,293.7150,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925520.799999475,20260909_124516,2,36.843979700,128.092602800,293.7150,0.000196,0.000196,0.000361,3.4073,45.0578,0.0000
1788925520.899999380,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925520.999999523,20260909_124516,2,36.843979700,128.092602800,293.7150,0.000196,0.000196,0.000361,3.4073,45.0578,0.0000
1788925521.099999428,20260909_124516,2,36.843979700,128.092602800,293.7130,0.000196,0.000196,0.000361,3.4073,45.0578,0.0000
1788925521.199999332,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925521.299999475,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925521.399999380,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925521.499999285,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925521.599999428,20260909_124516,2,36.843979700,128.092602800,293.7070,0.000196,0.000196,0.000324,3.4073,45.0578,0.0000
1788925521.699999332,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925521.799999237,20260909_124516,2,36.843979700,128.092602900,293.7120,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925521.899999380,20260909_124516,2,36.843979700,128.092602800,293.7100,0.000196,0.000196,0.000289,3.4073,45.0578,0.0000
1788925521.999999285,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925522.099999189,20260909_124516,2,36.843979700,128.092602900,293.7130,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925522.199999332,20260909_124516,2,36.843979700,128.092602900,293.7040,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925522.299999237,20260909_124516,2,36.843979700,128.092602900,293.7070,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925522.399999142,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925522.499999285,20260909_124516,2,36.843979700,128.092602900,293.7020,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925522.599999189,20260909_124516,2,36.843979700,128.092602900,293.7070,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925522.699999094,20260909_124516,2,36.843979700,128.092602900,293.7000,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925522.799998999,20260909_124516,2,36.843979700,128.092602900,293.7020,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925522.899999142,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925522.999999046,20260909_124516,2,36.843979700,128.092602900,293.7110,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925523.099998951,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.199999094,20260909_124516,2,36.843979700,128.092602900,293.6990,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.299998999,20260909_124516,2,36.843979700,128.092602900,293.7040,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.399998903,20260909_124516,2,36.843979700,128.092602900,293.7040,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.499999046,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.599998951,20260909_124516,2,36.843979700,128.092602900,293.7010,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.699998856,20260909_124516,2,36.843979700,128.092602900,293.7020,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925523.799998999,20260909_124516,2,36.843979700,128.092602900,293.7040,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925523.899998903,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925523.999998808,20260909_124516,2,36.843979700,128.092602900,293.7160,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925524.099998951,20260909_124516,2,36.843979700,128.092602900,293.7010,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925524.199998856,20260909_124516,2,36.843979700,128.092602900,293.7020,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925524.299998760,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.399998903,20260909_124516,2,36.843979700,128.092602900,293.7030,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.499998808,20260909_124516,2,36.843979700,128.092602900,293.7030,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.599998713,20260909_124516,2,36.843979700,128.092602900,293.7030,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.699998856,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.799998760,20260909_124516,2,36.843979700,128.092602800,293.7130,0.000196,0.000196,0.000289,3.4073,45.0578,0.0000
1788925524.899998665,20260909_124516,2,36.843979700,128.092602900,293.7070,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925524.999998808,20260909_124516,2,36.843979700,128.092602900,293.7020,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.099998713,20260909_124516,2,36.843979700,128.092602900,293.7030,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.199998617,20260909_124516,2,36.843979700,128.092602900,293.6940,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.299998522,20260909_124516,2,36.843979700,128.092602900,293.7030,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.399998665,20260909_124516,2,36.843979700,128.092602900,293.6990,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925525.499998569,20260909_124516,2,36.843979700,128.092602900,293.7000,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.599998474,20260909_124516,2,36.843979700,128.092602900,293.6970,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925525.699998617,20260909_124516,2,36.843979700,128.092602900,293.6920,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.799998522,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.899998426,20260909_124516,2,36.843979700,128.092602900,293.6970,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925525.999998569,20260909_124516,2,36.843979600,128.092602900,293.7030,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925526.099998474,20260909_124516,2,36.843979600,128.092602900,293.7020,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925526.199998379,20260909_124516,2,36.843979600,128.092602900,293.6990,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925526.299998522,20260909_124516,2,36.843979700,128.092602900,293.7070,0.000196,0.000196,0.000529,3.4163,45.0578,0.0000
1788925526.399998426,20260909_124516,2,36.843979600,128.092602900,293.7110,0.000196,0.000196,0.000576,3.4163,45.0467,0.0000
1788925526.499998331,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000441,3.4163,45.0578,0.0000
1788925526.599998474,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925526.699998379,20260909_124516,2,36.843979700,128.092602900,293.7010,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925526.799998283,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925526.899998426,20260909_124516,2,36.843979700,128.092602900,293.7040,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925526.999998331,20260909_124516,2,36.843979700,128.092602900,293.7050,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925527.099998236,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000256,3.4163,45.0578,0.0000
1788925527.199998379,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925527.299998283,20260909_124516,2,36.843979700,128.092602900,293.7110,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925527.399998188,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925527.499998331,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925527.599998236,20260909_124516,2,36.843979700,128.092602900,293.7130,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925527.699998140,20260909_124516,2,36.843979600,128.092602900,293.7160,0.000196,0.000196,0.000441,3.4163,45.0467,0.0000
1788925527.799998045,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000441,3.4163,45.0578,0.0000
1788925527.899998188,20260909_124516,2,36.843979700,128.092602900,293.7150,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925527.999998093,20260909_124516,2,36.843979700,128.092602900,293.7160,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925528.099997997,20260909_124516,2,36.843979700,128.092602900,293.7170,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925528.199998140,20260909_124516,2,36.843979700,128.092602900,293.7140,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925528.299998045,20260909_124516,2,36.843979700,128.092602900,293.7160,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925528.399997950,20260909_124516,2,36.843979700,128.092602900,293.7240,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925528.499998093,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925528.599997997,20260909_124516,2,36.843979700,128.092602900,293.7170,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925528.699997902,20260909_124516,2,36.843979700,128.092602900,293.7190,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925528.799998045,20260909_124516,2,36.843979700,128.092602900,293.7140,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925528.899997950,20260909_124516,2,36.843979700,128.092602900,293.7110,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925528.999997854,20260909_124516,2,36.843979700,128.092602900,293.7200,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925529.099997997,20260909_124516,2,36.843979700,128.092602900,293.7140,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925529.199997902,20260909_124516,2,36.843979700,128.092602900,293.7100,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925529.299997807,20260909_124516,2,36.843979600,128.092602900,293.7080,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925529.399997950,20260909_124516,2,36.843979600,128.092602900,293.7090,0.000196,0.000196,0.000400,3.4163,45.0467,0.0000
1788925529.499997854,20260909_124516,2,36.843979600,128.092602900,293.7080,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925529.599997759,20260909_124516,2,36.843979600,128.092603000,293.7070,0.000196,0.000196,0.000361,3.4252,45.0467,0.0000
1788925529.699997902,20260909_124516,2,36.843979600,128.092602900,293.7050,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925529.799997807,20260909_124516,2,36.843979600,128.092603000,293.7080,0.000196,0.000196,0.000324,3.4252,45.0467,0.0000
1788925529.899997711,20260909_124516,2,36.843979600,128.092602900,293.7100,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925529.999997854,20260909_124516,2,36.843979600,128.092603000,293.7080,0.000196,0.000196,0.000400,3.4252,45.0467,0.0000
1788925530.099997759,20260909_124516,2,36.843979600,128.092602900,293.7100,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925530.199997663,20260909_124516,2,36.843979600,128.092602900,293.7100,0.000196,0.000196,0.000400,3.4163,45.0467,0.0000
1788925530.299997568,20260909_124516,2,36.843979700,128.092602900,293.7110,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925530.399997711,20260909_124516,2,36.843979600,128.092602900,293.7200,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925530.499997616,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925530.599997520,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000441,3.4163,45.0578,0.0000
1788925530.699997663,20260909_124516,2,36.843979700,128.092602800,293.7120,0.000196,0.000196,0.000361,3.4073,45.0578,0.0000
1788925530.799997568,20260909_124516,2,36.843979700,128.092602900,293.7070,0.000196,0.000196,0.000400,3.4163,45.0578,0.0000
1788925530.899997473,20260909_124516,2,36.843979700,128.092602900,293.7190,0.000196,0.000196,0.000441,3.4163,45.0578,0.0000
1788925530.999997616,20260909_124516,2,36.843979600,128.092602900,293.7140,0.000196,0.000196,0.000324,3.4163,45.0467,0.0000
1788925531.099997520,20260909_124516,2,36.843979600,128.092602900,293.7070,0.000196,0.000196,0.000324,3.4163,45.0467,0.0000
1788925531.199997425,20260909_124516,2,36.843979600,128.092602900,293.7140,0.000196,0.000196,0.000400,3.4163,45.0467,0.0000
1788925531.299997568,20260909_124516,2,36.843979700,128.092602900,293.6900,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925531.399997473,20260909_124516,2,36.843979700,128.092602900,293.6980,0.000196,0.000196,0.000361,3.4163,45.0578,0.0000
1788925531.499997377,20260909_124516,2,36.843979700,128.092602900,293.7000,0.000196,0.000196,0.000324,3.4163,45.0578,0.0000
1788925531.599997520,20260909_124516,2,36.843979700,128.092602900,293.6990,0.000196,0.000196,0.000289,3.4163,45.0578,0.0000
1788925531.699997425,20260909_124516,2,36.843979700,128.092602900,293.7120,0.000196,0.000196,0.000225,3.4163,45.0578,0.0000
1788925531.799997330,20260909_124516,2,36.843979700,128.092603000,293.7050,0.000196,0.000196,0.000225,3.4252,45.0578,0.0000
1788925531.899997473,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000196,0.000196,0.000225,3.4163,45.0578,0.0000
1788925531.999997377,20260909_124516,2,36.843979600,128.092603000,293.7090,0.000196,0.000196,0.000361,3.4252,45.0467,0.0000
1788925532.099997282,20260909_124516,2,36.843979700,128.092603000,293.7030,0.000196,0.000196,0.000484,3.4252,45.0578,0.0000
1788925532.199997425,20260909_124516,2,36.843979700,128.092602900,293.7110,0.000196,0.000196,0.000484,3.4163,45.0578,0.0000
1788925532.299997330,20260909_124516,2,36.843979600,128.092602800,293.7210,0.000196,0.000196,0.000484,3.4073,45.0467,0.0000
1788925532.399997234,20260909_124516,2,36.843979600,128.092602900,293.7090,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925532.499997377,20260909_124516,2,36.843979600,128.092602900,293.7090,0.000196,0.000196,0.000484,3.4163,45.0467,0.0000
1788925532.599997282,20260909_124516,2,36.843979600,128.092602900,293.7110,0.000225,0.000225,0.000529,3.4163,45.0467,0.0000
1788925532.699997187,20260909_124516,2,36.843979600,128.092602900,293.7120,0.000225,0.000225,0.000529,3.4163,45.0467,0.0000
1788925532.799997091,20260909_124516,2,36.843979700,128.092602900,293.7090,0.000225,0.000225,0.000529,3.4163,45.0578,0.0000
1788925532.899997234,20260909_124516,2,36.843979700,128.092602900,293.7060,0.000256,0.000256,0.000576,3.4163,45.0578,0.0000
1788925532.999997139,20260909_124516,2,36.843979700,128.092602900,293.7080,0.000196,0.000196,0.000484,3.4163,45.0578,0.0000
1788925533.099997044,20260909_124516,2,36.843979700,128.092602900,293.7140,0.000196,0.000196,0.000484,3.4163,45.0578,0.0000
1788925533.199997187,20260909_124516,2,36.843979700,128.092603100,293.6930,0.000529,0.000529,0.001156,3.4341,45.0578,0.0000
1788925533.299997091,20260909_124516,2,36.843979700,128.092603100,293.7000,0.000625,0.000625,0.001369,3.4341,45.0578,0.0000
1788925533.399996996,20260909_124516,2,36.843979700,128.092603000,293.7000,0.000676,0.000676,0.001521,3.4252,45.0578,0.0000
1788925533.499997139,20260909_124516,2,36.843979700,128.092603100,293.6990,0.000729,0.000729,0.001600,3.4341,45.0578,0.0000
1788925533.599997044,20260909_124516,2,36.843979700,128.092603000,293.7020,0.000784,0.000784,0.001764,3.4252,45.0578,0.0000
1788925533.699996948,20260909_124516,2,36.843979700,128.092603000,293.7180,0.000784,0.000784,0.001681,3.4252,45.0578,0.0000
1788925533.799997091,20260909_124516,2,36.843979700,128.092603000,293.7040,0.000784,0.000784,0.001681,3.4252,45.0578,0.0000
1788925533.899996996,20260909_124516,2,36.843979700,128.092603100,293.6860,0.000676,0.000676,0.001521,3.4341,45.0578,0.0000
1788925533.999996901,20260909_124516,2,36.843979700,128.092603100,293.6840,0.000676,0.000676,0.001521,3.4341,45.0578,0.0000
1788925534.099997044,20260909_124516,2,36.843979700,128.092603100,293.6770,0.000676,0.000676,0.001521,3.4341,45.0578,0.0000
1788925534.199996948,20260909_124516,2,36.843979700,128.092602700,293.7670,0.000441,0.000441,0.001024,3.3984,45.0578,0.0000
1788925534.299996853,20260909_124516,2,36.843979800,128.092602700,293.7640,0.000361,0.000361,0.000841,3.3984,45.0689,0.0000
1788925534.399996996,20260909_124516,2,36.843979800,128.092602700,293.7690,0.000289,0.000289,0.000676,3.3984,45.0689,0.0000
1788925534.499996901,20260909_124516,2,36.843979800,128.092602700,293.7710,0.000324,0.000324,0.000729,3.3984,45.0689,0.0000
1788925534.599996805,20260909_124516,2,36.843979800,128.092602700,293.7750,0.000289,0.000289,0.000676,3.3984,45.0689,0.0000
1788925534.699996948,20260909_124516,2,36.843979800,128.092602700,293.7670,0.000256,0.000256,0.000576,3.3984,45.0689,0.0000
1788925534.799996853,20260909_124516,2,36.843979700,128.092602700,293.7670,0.000256,0.000256,0.000625,3.3984,45.0578,0.0000
1788925534.899996758,20260909_124516,2,36.843979700,128.092602700,293.7700,0.000324,0.000324,0.000784,3.3984,45.0578,0.0000
1788925534.999996901,20260909_124516,2,36.843979700,128.092602700,293.7720,0.000324,0.000324,0.000729,3.3984,45.0578,0.0000
1788925535.099996805,20260909_124516,2,36.843979700,128.092602600,293.7820,0.000289,0.000289,0.000676,3.3895,45.0578,0.0000
1788925535.199996710,20260909_124516,2,36.843979800,128.092602700,293.7660,0.000324,0.000324,0.000729,3.3984,45.0689,0.0000
1788925535.299996614,20260909_124516,2,36.843979700,128.092602900,293.7250,0.000196,0.000196,0.000529,3.4163,45.0578,0.0000
1788925535.399996758,20260909_124516,2,36.843979700,128.092602900,293.7270,0.000256,0.000256,0.000625,3.4163,45.0578,0.0000
1788925535.499996662,20260909_124516,2,36.843979700,128.092602900,293.7290,0.000225,0.000225,0.000576,3.4163,45.0578,0.0000
1788925535.599996567,20260909_124516,2,36.843979700,128.092602900,293.7370,0.000225,0.000225,0.000576,3.4163,45.0578,0.0000
1788925535.699996710,20260909_124516,2,36.843979700,128.092602900,293.7370,0.000225,0.000225,0.000576,3.4163,45.0578,0.0000
1788925535.799996614,20260909_124516,2,36.843979700,128.092602900,293.7280,0.000256,0.000256,0.000729,3.4163,45.0578,0.0000
1788925535.899996519,20260909_124516,2,36.843979700,128.092602700,293.7450,0.000256,0.000256,0.000729,3.3984,45.0578,0.0000
1788925535.999996662,20260909_124516,2,36.843979700,128.092602700,293.7510,0.000256,0.000256,0.000676,3.3984,45.0578,0.0000
1788925536.099996567,20260909_124516,2,36.843979700,128.092602800,293.7380,0.000225,0.000225,0.000625,3.4073,45.0578,0.0000
1788925536.199996471,20260909_124516,2,36.843979800,128.092602800,293.7220,0.000289,0.000289,0.000784,3.4073,45.0689,0.0000
1788925536.299996614,20260909_124516,2,36.843979800,128.092603000,293.6730,0.000225,0.000225,0.000676,3.4252,45.0689,0.0000
1788925536.399996519,20260909_124516,2,36.843979700,128.092603000,293.6760,0.000289,0.000289,0.000784,3.4252,45.0578,0.0000
1788925536.499996424,20260909_124516,2,36.843979500,128.092603000,293.6650,0.000289,0.000289,0.000841,3.4252,45.0356,0.0000
1788925536.599996567,20260909_124516,2,36.843979700,128.092603100,293.6730,0.000256,0.000256,0.000729,3.4341,45.0578,0.0000
1788925536.699996471,20260909_124516,2,36.843979700,128.092602900,293.6900,0.000196,0.000196,0.000441,3.4163,45.0578,0.0000
1788925536.799996376,20260909_124516,2,36.843979700,128.092603000,293.6730,0.000196,0.000196,0.000324,3.4252,45.0578,0.0000
1788925536.899996519,20260909_124516,2,36.843979700,128.092603000,293.6690,0.000196,0.000196,0.000256,3.4252,45.0578,0.0000
1788925536.999996424,20260909_124516,2,36.843979700,128.092603100,293.6650,0.000196,0.000196,0.000169,3.4341,45.0578,0.0000
1788925537.099996328,20260909_124516,2,36.843979700,128.092603000,293.6660,0.000196,0.000196,0.000169,3.4252,45.0578,0.0000
1788925537.199996471,20260909_124516,2,36.843979700,128.092603000,293.6660,0.000196,0.000196,0.000169,3.4252,45.0578,0.0000
1788925537.299996376,20260909_124516,2,36.843979700,128.092602900,293.6960,0.000196,0.000196,0.000169,3.4163,45.0578,0.0000
1788925537.399996281,20260909_124516,2,36.843979700,128.092602800,293.7030,0.000196,0.000196,0.000196,3.4073,45.0578,0.0000
1788925537.499996424,20260909_124516,2,36.843979600,128.092602900,293.6890,0.000196,0.000196,0.000361,3.4163,45.0467,0.0000
1788925537.599996328,20260909_124516,2,36.843979700,128.092602800,293.6960,0.000196,0.000196,0.000289,3.4073,45.0578,0.0000
