wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,159,58.19178771972656,90.84352111816406,1.0,0.7205619812011719,3.1598803997039795,1.0023638010025024,0.010938325896859169,0,0.0,230.60015869140625,241.8494110107422,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=159,16f7b958ff7f847b2a3cfb276f4cd0cf7fae782e5e6def67f3076d5257dd5aba
FR,159,58.19178771972656,91.14460754394531,1.0,0.7228948473930359,3.0823137760162354,1.0015274286270142,0.009625785052776337,0,0.0,232.1983184814453,242.7190704345703,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=159,16f7b958ff7f847b2a3cfb276f4cd0cf7fae782e5e6def67f3076d5257dd5aba
RL,159,58.19178771972656,98.99030303955078,1.0,0.6480531692504883,3.4415550231933594,0.8823250532150269,0.008143443614244461,0,0.0,251.96926879882812,263.5555725097656,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=159,16f7b958ff7f847b2a3cfb276f4cd0cf7fae782e5e6def67f3076d5257dd5aba
RR,159,58.19178771972656,99.41181182861328,1.0,0.6535889506340027,3.4504170417785645,0.713406503200531,0.01071454118937254,0,0.0,252.9669647216797,265.369140625,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=159,16f7b958ff7f847b2a3cfb276f4cd0cf7fae782e5e6def67f3076d5257dd5aba
