# timestamp[ns] lat[deg] lon[deg] ele[m] lat_stddev[m] lon_stddev[m] ele_stddev[m]
1776141374759112546 36.843808800 128.092674100 294.0680 0.014000 0.014000 0.013000
1776141375266592819 36.843807200 128.092674100 294.0910 0.014000 0.014000 0.013000
1776141375757087079 36.843805600 128.092674200 294.0950 0.014000 0.014000 0.013000
1776141376262706852 36.843804100 128.092674300 294.1380 0.014000 0.014000 0.013000
1776141376756112354 36.843802700 128.092674400 294.1900 0.014000 0.014000 0.012000
1776141377264609699 36.843801200 128.092674500 294.2220 0.014000 0.014000 0.011000
1776141377788681031 36.843799600 128.092674600 294.2530 0.014000 0.014000 0.011000
1776141378270027593 36.843798200 128.092674700 294.2770 0.014000 0.014000 0.012000
1776141378757070316 36.843796700 128.092675100 294.3300 0.014000 0.014000 0.011000
1776141379271008229 36.843795100 128.092675600 294.3490 0.014000 0.014000 0.012000
1776141379760987362 36.843793600 128.092675800 294.3630 0.014000 0.014000 0.011000
1776141380257074502 36.843792000 128.092676200 294.3920 0.014000 0.014000 0.012000
1776141380751043418 36.843790300 128.092676600 294.4150 0.014000 0.014000 0.013000
1776141381261537597 36.843788800 128.092677000 294.4280 0.014000 0.014000 0.013000
1776141381758584832 36.843787400 128.092677600 294.4710 0.014000 0.014000 0.012000
1776141382264654196 36.843785700 128.092677800 294.4740 0.014000 0.014000 0.013000
1776141382758109539 36.843784200 128.092678200 294.4620 0.014000 0.014000 0.013000
1776141383261481623 36.843782800 128.092678500 294.4600 0.014000 0.014000 0.012000
1776141383745551982 36.843781400 128.092678800 294.4850 0.014000 0.014000 0.014000
1776141384268605065 36.843780100 128.092679500 294.4870 0.014000 0.014000 0.013000
1776141384763053814 36.843778800 128.092680100 294.5270 0.014000 0.014000 0.013000
1776141385273141229 36.843777400 128.092680500 294.5230 0.014000 0.014000 0.012000
1776141385764055618 36.843776100 128.092681000 294.5490 0.014000 0.014000 0.013000
1776141386268599934 36.843774500 128.092681500 294.5680 0.014000 0.014000 0.013000
1776141386747188261 36.843773100 128.092681800 294.5570 0.014000 0.014000 0.013000
1776141387258108570 36.843771700 128.092682300 294.6050 0.014000 0.014000 0.014000
1776141387747058166 36.843770400 128.092682800 294.6090 0.014000 0.014000 0.014000
1776141388258138448 36.843769000 128.092683200 294.6060 0.014000 0.014000 0.014000
1776141388785003805 36.843767600 128.092683700 294.6260 0.014000 0.014000 0.014000
1776141389287130719 36.843766200 128.092684100 294.6710 0.014000 0.014000 0.015000
1776141389755275032 36.843764800 128.092684800 294.6670 0.014000 0.014000 0.015000
1776141390264700673 36.843763600 128.092685300 294.6820 0.014000 0.014000 0.017000
1776141390760125872 36.843762100 128.092685900 294.6990 0.014000 0.014000 0.017000
1776141391259051774 36.843760700 128.092686400 294.6940 0.014000 0.014000 0.016000
1776141391754617375 36.843759300 128.092687100 294.7180 0.014000 0.014000 0.014000
1776141392267548198 36.843757900 128.092687500 294.7110 0.014000 0.014000 0.013000
1776141392761566193 36.843756500 128.092688300 294.7270 0.014000 0.014000 0.013000
1776141393272497145 36.843755100 128.092688800 294.7370 0.014000 0.014000 0.013000
1776141393761958792 36.843753700 128.092689300 294.7470 0.014000 0.014000 0.014000
1776141394269434941 36.843752200 128.092689900 294.7500 0.014000 0.014000 0.017000
1776141394758043711 36.843750800 128.092690400 294.7920 0.014000 0.014000 0.013000
1776141395261491164 36.843749400 128.092691100 294.7940 0.014000 0.014000 0.013000
1776141395749008047 36.843748000 128.092691600 294.8050 0.014000 0.014000 0.013000
1776141396264006134 36.843746700 128.092692100 294.8180 0.014000 0.014000 0.013000
1776141396750540374 36.843745200 128.092692600 294.8180 0.014000 0.014000 0.013000
1776141397262472683 36.843743700 128.092693300 294.8450 0.014000 0.014000 0.013000
1776141397755638068 36.843742300 128.092693700 294.8280 0.014000 0.014000 0.014000
1776141398264031526 36.843740700 128.092694600 294.8670 0.014000 0.014000 0.014000
1776141398753200864 36.843739300 128.092695100 294.8500 0.014000 0.014000 0.014000
1776141399261584170 36.843738000 128.092695500 294.8470 0.014000 0.014000 0.014000
1776141399778562050 36.843736600 128.092696100 294.8700 0.014000 0.014000 0.015000
1776141400256953444 36.843735000 128.092696800 294.9010 0.014000 0.014000 0.014000
1776141400752010789 36.843733500 128.092697400 294.9110 0.014000 0.014000 0.014000
1776141401259161829 36.843732000 128.092698000 294.9100 0.014000 0.014000 0.014000
1776141401748111647 36.843730500 128.092698700 294.9530 0.014000 0.014000 0.016000
1776141402260112837 36.843729200 128.092699300 294.9700 0.014000 0.014000 0.017000
1776141402751998989 36.843727700 128.092699800 294.9730 0.014000 0.014000 0.016000
1776141403261000804 36.843726300 128.092700400 294.9770 0.014000 0.014000 0.016000
1776141403751977139 36.843724900 128.092701100 294.9820 0.014000 0.014000 0.015000
1776141404260116569 36.843723500 128.092701800 294.9840 0.014000 0.014000 0.021000
1776141404741821553 36.843722000 128.092702300 295.0310 0.014000 0.014000 0.018000
1776141405265548597 36.843720600 128.092703100 295.0210 0.014000 0.014000 0.018000
1776141405749929186 36.843719300 128.092703700 294.9900 0.014000 0.014000 0.017000
1776141406254495005 36.843717800 128.092704200 295.0300 0.014000 0.014000 0.017000
1776141406746988539 36.843716400 128.092704900 295.0560 0.014000 0.014000 0.017000
1776141407263476597 36.843715100 128.092705400 295.0180 0.014000 0.014000 0.019000
1776141407745994731 36.843713400 128.092706300 295.0900 0.014000 0.014000 0.020000
1776141408260635750 36.843712100 128.092706900 295.0420 0.014000 0.014000 0.020000
1776141408745549890 36.843710600 128.092707700 295.1110 0.014000 0.014000 0.017000
1776141409255115678 36.843709300 128.092708200 295.1120 0.014000 0.014000 0.017000
1776141409747537793 36.843707900 128.092708800 295.0810 0.014000 0.014000 0.017000
1776141410255493511 36.843706600 128.092709200 295.0890 0.014000 0.014000 0.020000
1776141410744595763 36.843705000 128.092710100 295.1290 0.014000 0.014000 0.016000
1776141411257945715 36.843703500 128.092710700 295.1150 0.014000 0.014000 0.016000
1776141411743577785 36.843702100 128.092711400 295.0820 0.014000 0.014000 0.015000
1776141412254024408 36.843700600 128.092712200 295.1210 0.014000 0.014000 0.017000
1776141412750461105 36.843699000 128.092713000 295.1500 0.014000 0.014000 0.017000
1776141413254962455 36.843697600 128.092713600 295.1480 0.014000 0.014000 0.020000
1776141413739949411 36.843696100 128.092714200 295.1500 0.014000 0.014000 0.019000
1776141414255088801 36.843694500 128.092714900 295.1530 0.014000 0.014000 0.020000
1776141414743105430 36.843693100 128.092715600 295.1520 0.014000 0.014000 0.017000
1776141415254422374 36.843691600 128.092716300 295.1600 0.014000 0.014000 0.019000
1776141415749997023 36.843690200 128.092717000 295.1730 0.014000 0.014000 0.018000
1776141416259523788 36.843688800 128.092717800 295.1930 0.014000 0.014000 0.019000
1776141416745054711 36.843687200 128.092718700 295.2120 0.014000 0.014000 0.021000
1776141417255516962 36.843685800 128.092719200 295.1800 0.014000 0.014000 0.021000
1776141417745289881 36.843684300 128.092720000 295.1870 0.014000 0.014000 0.019000
1776141418252471815 36.843682800 128.092720800 295.2090 0.014000 0.014000 0.021000
1776141418746957825 36.843681400 128.092721500 295.2200 0.014000 0.014000 0.018000
1776141419249995187 36.843679800 128.092722100 295.2250 0.014000 0.014000 0.022000
1776141419746066500 36.843678500 128.092723000 295.2120 0.014000 0.014000 0.020000
1776141420260042087 36.843677100 128.092723600 295.2100 0.014000 0.014000 0.022000
1776141420745688715 36.843675700 128.092724400 295.2400 0.014000 0.014000 0.021000
1776141421256523226 36.843674100 128.092725300 295.2480 0.014000 0.014000 0.023000
1776141421747413174 36.843672600 128.092726200 295.2550 0.014000 0.014000 0.021000
1776141422258072449 36.843671200 128.092726800 295.2380 0.014000 0.014000 0.022000
1776141422743501829 36.843669700 128.092727600 295.2310 0.014000 0.014000 0.019000
1776141423255008807 36.843668300 128.092728500 295.2580 0.014000 0.014000 0.020000
1776141423750012770 36.843666800 128.092729300 295.2550 0.014000 0.014000 0.018000
1776141424253450738 36.843665300 128.092730100 295.2470 0.014000 0.014000 0.018000
1776141424742977546 36.843663800 128.092730800 295.2430 0.014000 0.014000 0.017000
1776141425247538222 36.843662400 128.092731600 295.2410 0.014000 0.014000 0.019000
1776141425746487769 36.843660900 128.092732400 295.2640 0.014000 0.014000 0.019000
1776141426253978353 36.843659300 128.092733400 295.3060 0.014000 0.014000 0.018000
1776141426751387953 36.843658100 128.092734100 295.2730 0.014000 0.014000 0.018000
1776141427248986157 36.843656600 128.092734800 295.2560 0.014000 0.014000 0.019000
1776141427748105765 36.843655100 128.092735800 295.2870 0.014000 0.014000 0.015000
1776141428286458911 36.843653600 128.092736600 295.2980 0.014000 0.014000 0.015000
1776141428772955482 36.843652200 128.092737300 295.2990 0.014000 0.014000 0.016000
1776141429286972596 36.843650800 128.092738100 295.3370 0.014000 0.014000 0.016000
1776141429776900549 36.843649500 128.092738800 295.2910 0.014000 0.014000 0.015000
1776141430290015316 36.843648100 128.092739500 295.2980 0.014000 0.014000 0.015000
1776141430750997554 36.843646600 128.092740500 295.3300 0.014000 0.014000 0.016000
1776141431257104732 36.843645200 128.092741200 295.3150 0.014000 0.014000 0.015000
1776141431740354558 36.843643800 128.092742100 295.3420 0.014000 0.014000 0.014000
1776141432255938213 36.843642300 128.092742800 295.3230 0.014000 0.014000 0.014000
1776141432745937369 36.843640900 128.092743500 295.3540 0.014000 0.014000 0.014000
1776141433254934151 36.843639600 128.092744200 295.3490 0.014000 0.014000 0.014000
1776141433744934383 36.843638100 128.092745200 295.3710 0.014000 0.014000 0.013000
1776141434250435550 36.843636700 128.092745900 295.3810 0.014000 0.014000 0.014000
1776141434743001913 36.843635200 128.092746500 295.3700 0.014000 0.014000 0.014000
1776141435256029932 36.843633700 128.092747200 295.3700 0.014000 0.014000 0.014000
1776141435742042063 36.843632200 128.092748200 295.3840 0.014000 0.014000 0.014000
1776141436249028229 36.843630900 128.092748800 295.3740 0.014000 0.014000 0.016000
1776141436745968321 36.843629300 128.092749800 295.4020 0.014000 0.014000 0.016000
1776141437252408433 36.843628000 128.092750400 295.3830 0.014000 0.014000 0.017000
1776141437742425811 36.843626600 128.092751200 295.3840 0.014000 0.014000 0.017000
1776141438254451348 36.843625200 128.092751800 295.4030 0.014000 0.014000 0.015000
1776141438741959789 36.843623700 128.092752600 295.3900 0.014000 0.014000 0.014000
1776141439255959281 36.843622100 128.092753500 295.4240 0.014000 0.014000 0.014000
1776141439748026662 36.843620500 128.092754400 295.4240 0.014000 0.014000 0.014000
1776141440259308370 36.843618900 128.092755300 295.4230 0.014000 0.014000 0.014000
1776141440745888805 36.843617300 128.092756000 295.4140 0.014000 0.014000 0.015000
1776141441259833657 36.843615700 128.092756900 295.4210 0.014000 0.014000 0.016000
1776141441745933330 36.843614100 128.092757800 295.4360 0.014000 0.014000 0.015000
1776141442254977323 36.843612600 128.092758500 295.4440 0.014000 0.014000 0.016000
1776141442755557984 36.843610900 128.092759400 295.4420 0.014000 0.014000 0.014000
1776141443259339460 36.843609300 128.092760300 295.4550 0.014000 0.014000 0.014000
1776141443748477610 36.843607600 128.092761000 295.4450 0.014000 0.014000 0.015000
1776141444263884730 36.843606200 128.092762000 295.4610 0.014000 0.014000 0.016000
1776141444749483178 36.843604700 128.092762700 295.4610 0.014000 0.014000 0.015000
1776141445252379262 36.843603200 128.092763500 295.4590 0.014000 0.014000 0.015000
1776141445747558108 36.843601800 128.092764200 295.4660 0.014000 0.014000 0.014000
1776141446253402984 36.843600200 128.092765000 295.4560 0.014000 0.014000 0.014000
1776141446748838070 36.843598700 128.092765700 295.4540 0.014000 0.014000 0.014000
1776141447253452559 36.843597200 128.092766500 295.4830 0.014000 0.014000 0.014000
1776141447745828228 36.843595800 128.092767400 295.4710 0.014000 0.014000 0.014000
1776141448259811661 36.843594300 128.092768100 295.4630 0.014000 0.014000 0.015000
1776141448749524145 36.843592800 128.092768700 295.4740 0.014000 0.014000 0.015000
1776141449257529105 36.843591300 128.092769600 295.4940 0.014000 0.014000 0.015000
1776141449743863825 36.843589800 128.092770300 295.4710 0.014000 0.014000 0.014000
1776141450260832096 36.843588200 128.092771100 295.5100 0.014000 0.014000 0.015000
1776141450749260244 36.843586700 128.092771800 295.4970 0.014000 0.014000 0.014000
1776141451257281465 36.843585200 128.092772700 295.5240 0.014000 0.014000 0.015000
1776141451749345689 36.843583900 128.092773300 295.5000 0.014000 0.014000 0.016000
1776141452256303570 36.843582700 128.092774100 295.4910 0.014000 0.014000 0.018000
1776141452750225959 36.843581300 128.092775000 295.4930 0.014000 0.014000 0.018000
1776141453255257029 36.843579800 128.092775800 295.5050 0.014000 0.014000 0.018000
1776141453747762072 36.843578400 128.092776700 295.5160 0.014000 0.014000 0.014000
1776141454251170782 36.843577100 128.092777400 295.5210 0.014000 0.014000 0.015000
1776141454744782745 36.843575700 128.092778300 295.5300 0.014000 0.014000 0.015000
1776141455256236871 36.843574300 128.092779100 295.5420 0.014000 0.014000 0.015000
1776141455743194946 36.843573000 128.092779800 295.5260 0.014000 0.014000 0.015000
1776141456255676108 36.843571600 128.092780500 295.5190 0.014000 0.014000 0.016000
1776141456746166909 36.843570200 128.092781300 295.5200 0.014000 0.014000 0.015000
1776141457261713305 36.843568800 128.092782200 295.5450 0.014000 0.014000 0.016000
1776141457745259645 36.843567300 128.092782900 295.5420 0.014000 0.014000 0.019000
1776141458258259637 36.843565900 128.092783800 295.5390 0.014000 0.014000 0.019000
1776141458739190873 36.843564400 128.092784800 295.5820 0.014000 0.014000 0.015000
1776141459256433532 36.843563000 128.092785500 295.5980 0.014000 0.014000 0.018000
1776141459741662641 36.843561500 128.092786300 295.5820 0.014000 0.014000 0.020000
1776141460262102136 36.843560200 128.092787000 295.6040 0.014000 0.014000 0.022000
1776141460746111489 36.843558800 128.092787800 295.6030 0.014000 0.014000 0.019000
1776141461252143552 36.843557300 128.092788500 295.5930 0.014000 0.014000 0.019000
1776141461748128497 36.843556000 128.092789200 295.6320 0.014000 0.014000 0.019000
1776141462259160237 36.843554500 128.092790100 295.6710 0.014000 0.014000 0.019000
1776141462748604610 36.843553100 128.092790800 295.6360 0.014000 0.014000 0.021000
1776141463252553715 36.843551700 128.092791500 295.6390 0.014000 0.014000 0.020000
1776141463750565982 36.843550500 128.092792200 295.6630 0.014000 0.014000 0.017000
1776141464255771368 36.843549100 128.092793100 295.6520 0.014000 0.014000 0.018000
1776141464753615927 36.843547800 128.092793600 295.6730 0.014000 0.014000 0.017000
1776141465263572059 36.843546300 128.092794500 295.6620 0.014000 0.014000 0.018000
1776141465749955732 36.843545000 128.092795200 295.6360 0.014000 0.014000 0.019000
1776141466261120229 36.843543500 128.092796000 295.6860 0.014000 0.014000 0.019000
1776141466754513737 36.843542100 128.092796800 295.6620 0.014000 0.014000 0.018000
1776141467258030103 36.843540800 128.092797300 295.6570 0.014000 0.014000 0.019000
1776141467745510424 36.843539400 128.092798200 295.6740 0.014000 0.014000 0.018000
1776141468259480890 36.843538100 128.092799100 295.6860 0.014000 0.014000 0.017000
1776141468750093394 36.843536700 128.092800100 295.7070 0.014000 0.014000 0.018000
1776141469256438086 36.843535400 128.092800800 295.7050 0.014000 0.014000 0.018000
1776141469748942593 36.843534200 128.092801600 295.6900 0.014000 0.014000 0.022000
1776141470254046777 36.843532700 128.092802500 295.6880 0.014000 0.014000 0.019000
1776141470749380682 36.843531500 128.092803100 295.6830 0.014000 0.014000 0.017000
1776141471258422780 36.843530200 128.092804100 295.7040 0.014000 0.014000 0.017000
1776141471747026253 36.843529000 128.092804600 295.6900 0.014000 0.014000 0.020000
1776141472251951978 36.843527700 128.092805500 295.7020 0.014000 0.014000 0.021000
1776141472745973881 36.843526400 128.092806100 295.6720 0.014000 0.014000 0.020000
1776141473254450261 36.843525100 128.092807000 295.6800 0.014000 0.014000 0.018000
1776141473745370960 36.843523800 128.092807800 295.6840 0.014000 0.014000 0.019000
1776141474260354446 36.843522700 128.092808500 295.6620 0.014000 0.014000 0.020000
1776141474745380558 36.843521300 128.092809500 295.7430 0.014000 0.014000 0.023000
1776141475257524875 36.843520000 128.092810100 295.7140 0.014000 0.014000 0.025000
1776141475749352161 36.843518700 128.092811000 295.7430 0.014000 0.014000 0.021000
1776141476260896857 36.843517300 128.092811700 295.7620 0.014000 0.014000 0.022000
1776141476744838578 36.843515900 128.092812600 295.7450 0.014000 0.014000 0.019000
1776141477260628794 36.843514500 128.092813400 295.7730 0.014000 0.014000 0.021000
1776141477752348334 36.843513200 128.092814200 295.7440 0.014000 0.014000 0.020000
1776141478257885405 36.843511800 128.092815100 295.7630 0.014000 0.014000 0.018000
1776141478750811585 36.843510400 128.092815800 295.7500 0.014000 0.014000 0.018000
1776141479254796222 36.843509100 128.092816600 295.7260 0.014000 0.014000 0.017000
1776141479747745571 36.843507800 128.092817300 295.7300 0.014000 0.014000 0.016000
1776141480260401712 36.843506300 128.092818100 295.7310 0.014000 0.014000 0.016000
1776141480751834686 36.843505000 128.092818800 295.7220 0.014000 0.014000 0.017000
1776141481257430671 36.843503700 128.092819700 295.7030 0.014000 0.014000 0.019000
1776141481750298946 36.843502500 128.092820400 295.7170 0.014000 0.014000 0.023000
1776141482259706761 36.843501300 128.092821400 295.6980 0.014000 0.014000 0.022000
1776141482749132214 36.843500000 128.092822300 295.6840 0.014000 0.014000 0.022000
1776141483256661209 36.843498800 128.092823000 295.7110 0.014000 0.014000 0.020000
1776141483754754655 36.843497500 128.092824000 295.6880 0.014000 0.014000 0.017000
1776141484260762464 36.843496100 128.092824900 295.7000 0.014000 0.014000 0.017000
1776141484755734061 36.843494700 128.092825800 295.6920 0.014000 0.014000 0.017000
1776141485261315529 36.843493400 128.092826600 295.7000 0.014000 0.014000 0.019000
1776141485746716514 36.843492300 128.092827400 295.7110 0.014000 0.014000 0.018000
1776141486263759671 36.843491000 128.092828400 295.7250 0.014000 0.014000 0.017000
1776141486751824641 36.843489900 128.092829500 295.7200 0.014000 0.014000 0.015000
1776141487262244825 36.843488800 128.092830700 295.7120 0.014000 0.014000 0.016000
1776141487752631379 36.843487400 128.092831900 295.7420 0.014000 0.014000 0.016000
1776141488261604680 36.843486300 128.092832800 295.7430 0.014000 0.014000 0.016000
1776141488753725470 36.843485100 128.092833800 295.7640 0.014000 0.014000 0.014000
1776141489261088730 36.843483800 128.092834800 295.7350 0.014000 0.014000 0.016000
1776141489753122340 36.843482500 128.092836000 295.7660 0.014000 0.014000 0.016000
1776141490255045672 36.843481200 128.092837100 295.7570 0.014000 0.014000 0.022000
1776141490755607275 36.843480000 128.092838200 295.7960 0.014000 0.014000 0.022000
1776141491258690114 36.843478700 128.092839100 295.7720 0.014000 0.014000 0.021000
1776141491749574901 36.843477400 128.092840300 295.8360 0.014000 0.014000 0.016000
1776141492258123527 36.843476100 128.092841300 295.7900 0.014000 0.014000 0.017000
1776141492745666781 36.843474800 128.092842400 295.8020 0.014000 0.014000 0.015000
1776141493257608342 36.843473500 128.092843500 295.8030 0.014000 0.014000 0.016000
1776141493752036479 36.843472100 128.092844600 295.8300 0.014000 0.014000 0.017000
1776141494257563148 36.843470800 128.092845600 295.8220 0.014000 0.014000 0.019000
1776141494747359248 36.843469600 128.092846500 295.8470 0.014000 0.014000 0.018000
1776141495258008256 36.843468300 128.092847600 295.8370 0.014000 0.014000 0.019000
1776141495739972665 36.843467000 128.092848500 295.8620 0.014000 0.014000 0.018000
1776141496253511779 36.843465700 128.092849600 295.8600 0.014000 0.014000 0.019000
1776141496745052283 36.843464500 128.092850600 295.8490 0.014000 0.014000 0.017000
1776141497255028150 36.843463200 128.092851800 295.8600 0.014000 0.014000 0.016000
1776141497746607436 36.843462100 128.092853000 295.8670 0.014000 0.014000 0.015000
1776141498261516533 36.843460900 128.092854200 295.8750 0.014000 0.014000 0.017000
1776141498745654338 36.843459700 128.092855400 295.9130 0.014000 0.014000 0.018000
1776141499250402652 36.843458400 128.092856700 295.9270 0.014000 0.014000 0.016000
1776141499745436742 36.843457300 128.092858000 295.9200 0.014000 0.014000 0.018000
1776141500255200605 36.843456000 128.092859200 295.9150 0.014000 0.014000 0.019000
1776141500753413095 36.843454800 128.092860400 295.9130 0.014000 0.014000 0.016000
1776141501264915522 36.843453500 128.092861700 295.9560 0.014000 0.014000 0.018000
1776141501752911171 36.843452300 128.092863000 295.9600 0.014000 0.014000 0.016000
1776141502257407647 36.843451200 128.092864100 295.9380 0.014000 0.014000 0.016000
1776141502744463115 36.843449900 128.092865300 295.9490 0.014000 0.014000 0.017000
1776141503260299026 36.843448700 128.092866500 295.9500 0.014000 0.014000 0.018000
1776141503748809792 36.843447400 128.092867900 295.9720 0.014000 0.014000 0.016000
1776141504258767418 36.843446300 128.092869100 295.9820 0.014000 0.014000 0.014000
1776141504742814584 36.843445200 128.092870600 295.9800 0.014000 0.014000 0.014000
1776141505249901611 36.843444100 128.092871900 295.9860 0.014000 0.014000 0.014000
1776141505741273980 36.843443000 128.092873200 295.9920 0.014000 0.014000 0.013000
1776141506255834922 36.843441700 128.092874700 295.9680 0.014000 0.014000 0.014000
1776141506752274149 36.843440600 128.092876000 295.9930 0.014000 0.014000 0.014000
1776141507254227866 36.843439500 128.092877400 296.0010 0.014000 0.014000 0.012000
1776141507749855778 36.843438200 128.092878800 296.0070 0.014000 0.014000 0.012000
1776141508255729275 36.843437200 128.092880000 296.0110 0.014000 0.014000 0.013000
1776141508752777566 36.843436100 128.092881500 296.0220 0.014000 0.014000 0.012000
1776141509254173721 36.843434900 128.092882800 296.0200 0.014000 0.014000 0.014000
1776141509750218945 36.843433800 128.092884000 296.0190 0.014000 0.014000 0.012000
1776141510259653763 36.843432700 128.092885300 296.0080 0.014000 0.014000 0.013000
1776141510747691048 36.843431500 128.092886600 296.0270 0.014000 0.014000 0.012000
1776141511263235147 36.843430300 128.092887800 296.0390 0.014000 0.014000 0.013000
1776141511756170498 36.843429200 128.092889100 296.0270 0.014000 0.014000 0.012000
1776141512258664773 36.843428000 128.092890600 296.0490 0.014000 0.014000 0.014000
1776141512748735105 36.843426400 128.092892100 296.0660 0.014000 0.014000 0.015000
1776141513260184777 36.843425000 128.092893700 296.0500 0.014000 0.014000 0.014000
1776141513748220261 36.843423500 128.092895500 296.1050 0.014000 0.014000 0.014000
1776141514262196469 36.843422100 128.092897100 296.1030 0.014000 0.014000 0.013000
1776141514753638380 36.843420500 128.092898800 296.1240 0.014000 0.014000 0.016000
1776141515259875375 36.843419200 128.092899900 296.0890 0.014000 0.014000 0.015000
1776141515752371579 36.843417900 128.092901300 296.1210 0.014000 0.014000 0.016000
1776141516259600153 36.843416500 128.092902800 296.1330 0.014000 0.014000 0.015000
1776141516741122544 36.843415100 128.092904400 296.1650 0.014000 0.014000 0.015000
1776141517249195881 36.843413900 128.092905700 296.2070 0.014000 0.014000 0.016000
1776141517743252626 36.843412500 128.092907500 296.2390 0.014000 0.014000 0.015000
1776141518253076728 36.843411000 128.092909200 296.2510 0.014000 0.014000 0.016000
1776141518745119233 36.843409800 128.092910700 296.2610 0.014000 0.014000 0.018000
1776141519257027020 36.843408400 128.092912500 296.3160 0.014000 0.014000 0.020000
1776141519746095739 36.843407000 128.092914000 296.3610 0.014000 0.014000 0.016000
1776141520259065531 36.843405700 128.092915900 296.4060 0.014000 0.014000 0.017000
1776141520752088428 36.843404500 128.092917200 296.4080 0.014000 0.014000 0.016000
1776141521257618280 36.843403100 128.092918800 296.4400 0.014000 0.014000 0.015000
1776141521746588946 36.843401800 128.092920400 296.4930 0.014000 0.014000 0.013000
1776141522267170267 36.843400400 128.092922000 296.5530 0.014000 0.014000 0.012000
1776141522748956905 36.843399100 128.092923500 296.5890 0.014000 0.014000 0.012000
1776141523258907822 36.843397700 128.092924900 296.6230 0.014000 0.014000 0.012000
1776141523749685572 36.843396600 128.092926300 296.6690 0.014000 0.014000 0.013000
1776141524263300059 36.843395400 128.092927700 296.7150 0.014000 0.014000 0.013000
1776141524753033902 36.843394500 128.092928900 296.7680 0.014000 0.014000 0.014000
1776141525263591923 36.843393300 128.092930100 296.8080 0.014000 0.014000 0.014000
1776141525755921331 36.843392300 128.092931500 296.8530 0.014000 0.014000 0.013000
1776141526256940250 36.843391100 128.092932800 296.8880 0.014000 0.014000 0.013000
1776141526757042473 36.843389800 128.092934300 296.9370 0.014000 0.014000 0.013000
1776141527260918583 36.843388600 128.092935800 296.9550 0.014000 0.014000 0.014000
1776141527748836319 36.843387600 128.092936900 296.9820 0.014000 0.014000 0.016000
1776141528262452888 36.843386300 128.092937900 297.0100 0.014000 0.014000 0.016000
1776141528757165688 36.843385200 128.092938800 297.0520 0.014000 0.014000 0.013000
1776141529264564791 36.843384100 128.092939700 297.0840 0.014000 0.014000 0.015000
1776141529758400729 36.843382100 128.092940600 297.1150 0.014000 0.014000 0.015000
1776141530262341884 36.843380300 128.092941200 297.1200 0.014000 0.014000 0.017000
1776141530744953822 36.843378400 128.092941300 297.1480 0.014000 0.014000 0.015000
1776141531265424725 36.843376500 128.092941000 297.1750 0.014000 0.014000 0.016000
1776141531752792803 36.843374900 128.092940400 297.1910 0.014000 0.014000 0.014000
1776141532262815140 36.843373400 128.092939800 297.1940 0.014000 0.014000 0.015000
1776141532759300387 36.843372000 128.092938800 297.2140 0.014000 0.014000 0.016000
1776141533261829784 36.843370700 128.092937500 297.2430 0.014000 0.014000 0.015000
1776141533754789690 36.843369500 128.092936200 297.2600 0.014000 0.014000 0.015000
1776141534264839331 36.843368600 128.092934700 297.2740 0.014000 0.014000 0.014000
1776141534755355530 36.843367700 128.092933000 297.2970 0.014000 0.014000 0.014000
1776141535256231424 36.843366900 128.092931200 297.3050 0.014000 0.014000 0.014000
1776141535752262147 36.843366200 128.092929500 297.3250 0.014000 0.014000 0.016000
1776141536256857132 36.843365400 128.092927700 297.3660 0.014000 0.014000 0.017000
1776141536753784038 36.843364900 128.092925700 297.3700 0.014000 0.014000 0.016000
1776141537256268750 36.843364300 128.092923900 297.3740 0.014000 0.014000 0.015000
1776141537750723704 36.843363500 128.092922100 297.3760 0.014000 0.014000 0.014000
1776141538262848825 36.843362900 128.092920300 297.3900 0.014000 0.014000 0.014000
1776141538750181469 36.843362300 128.092918500 297.3660 0.014000 0.014000 0.013000
1776141539259647496 36.843361600 128.092916700 297.3940 0.014000 0.014000 0.015000
1776141539747230711 36.843361000 128.092915000 297.4160 0.014000 0.014000 0.015000
1776141540261634122 36.843360400 128.092913100 297.4110 0.014000 0.014000 0.015000
1776141540750630313 36.843359800 128.092911300 297.3950 0.014000 0.014000 0.014000
1776141541260243400 36.843359200 128.092909400 297.4060 0.014000 0.014000 0.015000
1776141541748691179 36.843358500 128.092907700 297.4120 0.014000 0.014000 0.013000
1776141542253154872 36.843357900 128.092905900 297.4280 0.014000 0.014000 0.013000
1776141542752188711 36.843357300 128.092904000 297.4430 0.014000 0.014000 0.012000
1776141543265699909 36.843356600 128.092902100 297.4510 0.014000 0.014000 0.013000
1776141543749615906 36.843356000 128.092900200 297.4540 0.014000 0.014000 0.013000
1776141544257214860 36.843355400 128.092898300 297.4500 0.014000 0.014000 0.012000
1776141544753139752 36.843354700 128.092896500 297.4720 0.014000 0.014000 0.012000
1776141545256611158 36.843354200 128.092894700 297.4710 0.014000 0.014000 0.013000
1776141545749106314 36.843353500 128.092892900 297.4960 0.014000 0.014000 0.012000
1776141546263810789 36.843352900 128.092891100 297.4970 0.014000 0.014000 0.012000
1776141546751712993 36.843352400 128.092889200 297.5070 0.014000 0.014000 0.011000
1776141547264576905 36.843351800 128.092887300 297.5090 0.014000 0.014000 0.012000
1776141547751576623 36.843351200 128.092885500 297.5370 0.014000 0.014000 0.013000
1776141548265163240 36.843350600 128.092883700 297.5390 0.014000 0.014000 0.012000
