wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,5670,87.99999237060547,104.59649658203125,9.59345817565918,5.0379638671875,6.406155586242676,1.2452882528305054,0.027671311050653458,0,0.0,204.823486328125,272.27264404296875,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=5670,4ee41298419fa9302dfd3d70c8e233772f91771b3f5b86cde6e0bc049d84a38e
FR,5670,87.99999237060547,101.99614715576172,10.0,5.137149810791016,6.164600372314453,1.219601035118103,0.03421231731772423,0,0.0,195.9750213623047,272.66424560546875,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=5670,4ee41298419fa9302dfd3d70c8e233772f91771b3f5b86cde6e0bc049d84a38e
RL,5670,87.99999237060547,110.12316131591797,9.59345817565918,5.07460880279541,6.472857475280762,1.2578405141830444,0.03949277102947235,0,0.0,210.22805786132812,284.70098876953125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=5670,4ee41298419fa9302dfd3d70c8e233772f91771b3f5b86cde6e0bc049d84a38e
RR,5670,87.99999237060547,116.06863403320312,10.0,5.298048973083496,6.564545154571533,1.2744687795639038,0.04335140809416771,0,0.0,230.12088012695312,313.80633544921875,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=5670,4ee41298419fa9302dfd3d70c8e233772f91771b3f5b86cde6e0bc049d84a38e
