wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,7727,87.99999237060547,146.47329711914062,9.636407852172852,5.085872173309326,6.4808349609375,1.2773696184158325,0.10550683736801147,0,0.0,67.51054382324219,388.0004577636719,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7727,d2a8d1199c0ac4d6733f48b72b2e96268bd99f4c3c3d2fe103e52406e35e6fd0
FR,7727,87.99999237060547,131.8531494140625,10.0,5.212409496307373,6.1427388191223145,1.1446545124053955,0.05498768389225006,0,0.0,178.1842498779297,352.7654724121094,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7727,d2a8d1199c0ac4d6733f48b72b2e96268bd99f4c3c3d2fe103e52406e35e6fd0
RL,7727,87.99999237060547,128.30332946777344,9.636407852172852,5.172560691833496,6.537842750549316,1.2934068441390991,0.06008976325392723,0,0.0,203.1561737060547,340.46478271484375,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7727,d2a8d1199c0ac4d6733f48b72b2e96268bd99f4c3c3d2fe103e52406e35e6fd0
RR,7727,87.99999237060547,180.37652587890625,10.0,5.333168983459473,6.631058216094971,1.3112330436706543,0.05971284583210945,0,0.0,170.70738220214844,476.8211364746094,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7727,d2a8d1199c0ac4d6733f48b72b2e96268bd99f4c3c3d2fe103e52406e35e6fd0
