site,status,authority,mission_intent,actor_id,actor_type_id,motion_backend,elapsed_s,outbound_duration_s,return_duration_s,total_odom_distance_m,outbound_distance_m,return_distance_m,wheel_planar_distance_m,drop_zone_error_m,final_speed_mps,collision_publisher_count,collision_event_count,parking_confirmed,charging_confirmed,wheel_sample_count,matrix_sha256,wheel_jsonl_sha256,png_sha256,gif_sha256,site_manifest_sha256
B1,PASS,guest,recall,98,vehicle.ranger.default,PHYSX_FOUR_WHEEL_STEERING,868.907,247.615,621.292,173.93541,81.125159,92.810251,173.734223,0.23211,0.003376,1,0,true,false,9197,dec2a0d2aa7d3c0582cf940b6526ac63700936f0ddb47370b7c40b2a086e82c6,25f28b20a79b8c35bfe7859b2e2a5c722b3879b4322bce292d53acb20e0f2c8e,1af698b351603df95a0550eb25b806dc3128e66edb987bf04507171ca26d597e,d9046e5949bf6e4f03109d52c7cef8fba9ffb517420530cd1ebd5e337296b05f,f3761adf43d34cc1f83a2dc5ec3598cb909852359e8d29af18cd351e0c84a746
