wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,9197,87.99999237060547,108.23933410644531,10.0,5.056375980377197,6.481688976287842,1.2704740762710571,0.025951644405722618,0,0.0,195.4005889892578,284.8996276855469,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=9197,25f28b20a79b8c35bfe7859b2e2a5c722b3879b4322bce292d53acb20e0f2c8e
FR,9197,87.99999237060547,107.06980895996094,9.565834045410156,5.258972644805908,6.426873683929443,1.1933695077896118,0.029692767187952995,0,0.0,186.7000732421875,286.6349182128906,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=9197,25f28b20a79b8c35bfe7859b2e2a5c722b3879b4322bce292d53acb20e0f2c8e
RL,9197,87.99999237060547,122.52647399902344,10.0,5.136871337890625,6.515531539916992,1.3459694385528564,0.03135447949171066,0,0.0,195.9037628173828,326.7989501953125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=9197,25f28b20a79b8c35bfe7859b2e2a5c722b3879b4322bce292d53acb20e0f2c8e
RR,9197,87.99999237060547,117.20933532714844,9.565834045410156,5.33804988861084,6.6467742919921875,1.2988708019256592,0.031641531735658646,0,0.0,181.45843505859375,313.54766845703125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=9197,25f28b20a79b8c35bfe7859b2e2a5c722b3879b4322bce292d53acb20e0f2c8e
