wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,158,0.0,89.28817749023438,3.0,1.1186884641647339,3.593982219696045,0.7321685552597046,0.002665092470124364,0,0.0,231.8455810546875,249.08282470703125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=158,379510a43452269f53dc7394e1a993055b872ef913c3b836a5de5b5b2b2b0cdb
FR,158,0.0,89.5081787109375,3.0,1.121732473373413,3.6005401611328125,0.7555487155914307,0.0026587466709315777,0,0.0,232.26097106933594,249.86355590820312,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=158,379510a43452269f53dc7394e1a993055b872ef913c3b836a5de5b5b2b2b0cdb
RL,158,0.0,98.06980895996094,3.0,1.1098120212554932,3.7440061569213867,1.199791669845581,0.0026073933113366365,0,0.0,245.28253173828125,263.0047302246094,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=158,379510a43452269f53dc7394e1a993055b872ef913c3b836a5de5b5b2b2b0cdb
RR,158,0.0,96.75946807861328,3.0,1.1071772575378418,3.742936372756958,0.8497387170791626,0.0026135591324418783,0,0.0,246.3147430419922,263.5193786621094,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=158,379510a43452269f53dc7394e1a993055b872ef913c3b836a5de5b5b2b2b0cdb
