wheel,sample_count,max_abs_steer_angle_degrees,max_abs_combined_wheel_torque_nm,max_abs_external_drive_torque_nm,max_abs_omega_rad_per_second,max_abs_raw_solver_omega_rad_per_second,max_abs_longitudinal_slip,max_abs_lateral_slip_radians,in_air_count,in_air_ratio,current_tire_load_min_n,current_tire_load_max_n,contact_materials,source_sha256
FL,7549,87.99999237060547,109.06218719482422,10.0,5.014098644256592,6.428420066833496,1.2996312379837036,0.07280812412500381,0,0.0,68.48882293701172,296.86968994140625,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7549,0fdf69d0643052051873170fc20c748329281bdab756aaa6f58e35dd5fd36136
FR,7549,87.99999237060547,109.5368881225586,9.589394569396973,5.225467681884766,6.765841960906982,1.3300963640213013,0.07361319661140442,0,0.0,163.3424835205078,294.23004150390625,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7549,0fdf69d0643052051873170fc20c748329281bdab756aaa6f58e35dd5fd36136
RL,7549,87.99999237060547,148.0094451904297,10.0,5.07456636428833,6.469390392303467,1.2697994709014893,0.09293963015079498,0,0.0,78.31453704833984,389.7115173339844,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7549,0fdf69d0643052051873170fc20c748329281bdab756aaa6f58e35dd5fd36136
RR,7549,87.99999237060547,161.3021697998047,9.589394569396973,5.261874198913574,6.779817581176758,1.3007556200027466,0.08607152849435806,0,0.0,190.6008758544922,434.84814453125,/Engine/EngineMaterials/DefaultPhysicalMaterial.DefaultPhysicalMaterial|/Script/PhysicsCore.PhysicalMaterial|surface=0|samples=7549,0fdf69d0643052051873170fc20c748329281bdab756aaa6f58e35dd5fd36136
