x,y,z,yaw
33.2864911339621,-23.5080659160865,-2.50013020411083,2
33.2912483245714,-23.5038116754577,-2.49913021277572,2
33.2961542021992,-23.499372460758,-2.4991302212544,2
33.3010600827133,-23.4949332501812,-2.49813023101938,2
33.3064119491669,-23.4899391328533,-2.49813024093379,2
33.311912505842,-23.4849450173363,-2.49813024998457,2
33.3178590569233,-23.4793960027705,-2.49713026092927,2
33.2693948265357,-23.5023320584189,-2.49213009360934,2
33.2743007035098,-23.4978928437667,-2.49213010202465,2
33.279801260601,-23.4928987273988,-2.49213011298761,2
33.285896418391,-23.4873497126064,-2.49113012423482,2
33.2925862509456,-23.4816157220244,-2.4911301375897,2
33.2994247810057,-23.475696774097,-2.49013015210929,2
33.3064119114115,-23.4695928539691,-2.49013016549957,2
33.3133991332087,-23.463488935837,-2.48913017913205,2
33.3205349608232,-23.4573850167223,-2.48813019485249,2
33.3275220897831,-23.451466055832,-2.48813020823505,2
33.0981349373738,-23.6025845719812,-2.4881295752388,2
33.0963509796838,-23.604619206462,-2.48812957250338,2
33.0945670285907,-23.6064688816785,-2.48812957136436,2
33.0929317675607,-23.6081335858677,-2.48812956888294,2
33.091593799459,-23.6096133209706,-2.48812956557505,2
33.0902558363297,-23.6110930644089,-2.48812956512095,2
33.0892151658322,-23.6123878269287,-2.48812956487676,2
33.0883231892304,-23.6133126702422,-2.48812956407054,2
33.0877285999367,-23.6142375007989,-2.48812956398135,2
33.0874312140755,-23.6147924010859,-2.48812956567039,2
32.7964976055174,-23.7884770926576,-2.47812871176562,2
32.7856451727467,-23.7975404927104,-2.47912868830766,2
32.7750901257979,-23.8064189205088,-2.48012866825137,2
32.7645349877291,-23.8151123785701,-2.48112864746049,2
32.7542772360165,-23.8236208766399,-2.48212862690686,2
32.74387088589,-23.8321293677085,-2.48212860462441,2
32.7333157495047,-23.8406378673356,-2.48312858199244,2
32.7226120083623,-23.8495162957492,-2.48412856111508,2
32.7116109721518,-23.8583947252278,-2.48512853726324,2
32.7003125476828,-23.8674581258691,-2.48612851379641,2
32.4380708399256,-24.00618407528,-2.46412769970661,2
32.4168120482882,-24.02320106212,-2.46612765547926,2
32.395107271345,-24.0405879942461,-2.46712761097629,2
32.3732537994321,-24.0581598820178,-2.46912756524766,2
32.3511029410637,-24.0759167415163,-2.47112752225747,2
32.3288034828247,-24.0938585755674,-2.47212747725743,2
32.3066527156757,-24.1118003934403,-2.47412743230537,2
32.2843532594772,-24.1297422273683,-2.47512738669305,2
32.2619051033368,-24.1478690160595,-2.4771273425858,2
32.2391596568962,-24.1663657509035,-2.47812729859947,2
32.0067992337861,-24.2841903847099,-2.45112657842472,2
31.9761746719847,-24.3087910267496,-2.45312651909369,2
31.9451041179199,-24.3333916829873,-2.45512645867521,2
31.9138848725046,-24.3581772974744,-2.45712639646143,2
31.8822196314845,-24.383147879984,-2.46012633436493,2
31.8502570065677,-24.4079335079026,-2.46212626975701,2
31.8179971762572,-24.4327191273425,-2.46412620403956,2
31.7855885636639,-24.4576897151381,-2.46612613779409,2
31.7528827387528,-24.4824753344583,-2.46812607068328,2
31.7203255179313,-24.507260960964,-2.47112600505525,2
